provincia,comune,numero_fascicolo,regione,indirizzo,stato,cup,tipologia_beneficiario,tipologia_intervento,importo_richiesto,importo_concesso,importo_liquidato,flag_superbonus,area_kmq,popolazione_residente,pro_com_t,url_opencup
AQ,MONTEREALE,1306605600000095802020,ABRUZZO,VIA TRIESTE - FRAZIONE VILLE DI FANO,Chiuso,B88I21001910008,Delegato di condominio non registrato,RCR-CI-L0,50599.61,49946.53,57230.44,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001910008
AQ,MONTEREALE,1306605600000015852018,ABRUZZO,VIA CAPO LE CASE,Chiuso,B88I21000510001,,RCR-CI-L0,14269.16,12851.41,11794.36,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000510001
AQ,MONTEREALE,1306605600000002762017,ABRUZZO,VIA PRATI,Chiuso,B81G19000820001,,RCR-CI-L0,146494.21,142861.25,142805.28,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G19000820001
AQ,MONTEREALE,1306605600000006812018,ABRUZZO,PIAZZA SAN LORENZO,Chiuso,B81G20000040001,,RCR-CI-L0,69652.87,68499.61,68242.87,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G20000040001
AQ,MONTEREALE,1306605600000016212018,ABRUZZO,Via Roma - frazione Civitella di Verrico,Chiuso,B88I21002160008,Delegato,RCR-CI-L0,127108.87,121125.36,138616.58,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21002160008
AQ,MONTEREALE,1306605600000003712017,ABRUZZO,VIA MARANA - fraz. CESAPROBA,Chiuso,B81G20000260001,,RCR-CI-L0,84861.44,75046.51,78970.48,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G20000260001
AQ,MONTEREALE,1306605600000027642019,ABRUZZO,VIA CASALI,Chiuso,B88I21001920001,,RCR-CI-L0,37757.21,36723.18,32595.14,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001920001
AQ,MONTEREALE,1306605600000009262018,ABRUZZO,VIA S.S. 471 DI LEONESSA loc. LA VILLA - VILLE DI FANO,Chiuso,B89H20000370008,,RCR-CI-L0,144183.3,132439.9,131789.69,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H20000370008
AQ,MONTEREALE,1306605600000041092019,ABRUZZO,FRAZ. CASTIGLIONE,Chiuso,B88I21001560001,Delegato,RCR-CI-L0,27322.53,27319.24,28856.98,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001560001
AQ,MONTEREALE,1306605600000017592018,ABRUZZO,VIA LARGO MARIANI FRAZIONE CASTIGLIONE,Chiuso,B89H20000290001,,RCR-CI-L0,40543.03,39294.41,39293.32,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H20000290001
AQ,MONTEREALE,1306605600000000542017,ABRUZZO,VIA NAZIONALE,Chiuso,B81G19000460008,,RCR-CI-L0,132683.47,131923.85,101134.72,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G19000460008
AQ,MONTEREALE,1306605600000012602018,ABRUZZO,VIA PICENTE - FRAZ. COLLE CALVO,Chiuso,B88I21002000001,,RCR-CI-L0,74913.55,30214.92,34134.26,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21002000001
AQ,MONTEREALE,1306605600000114952020,ABRUZZO,via la Fonte frazione Marana,Chiuso,B88I21000770001,Delegato,RCR-CI-L0,42987.41,42963.81,42939.72,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000770001
AQ,MONTEREALE,1306605600000013282018,ABRUZZO,"VIA MOZZANO, LOCALITA' CASTELLO PAGANICA",Chiuso,B88I21000180001,,RCR-CI-L0,65268.89,66212.2,61578.28,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000180001
AQ,MONTEREALE,1306605600000052362019,ABRUZZO,VIA TORRALE,Chiuso,B88I21002140001,Delegato,RCR-CI-L0,25000.91,21431.63,24607.42,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21002140001
AQ,MONTEREALE,1306605600000024182018,ABRUZZO,VIA PICENTE,Chiuso,B88I21002070008,Singolo Proprietario,RCR-CI-L0,23473.51,23290.53,26553.81,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21002070008
AQ,MONTEREALE,1306605600000004032017,ABRUZZO,Corso Parigi,Chiuso,B81G20000070001,,RCR-CI-L0,108212.46,107264.84,103868.13,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G20000070001
AQ,MONTEREALE,1306605600000007842018,ABRUZZO,VIA DEI CAPPUCCINI,Chiuso,B85C20000680008,,RCR-CI-L0,132505.99,128387.79,126990.55,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B85C20000680008
AQ,MONTEREALE,1306605600000127172020,ABRUZZO,via San Nicola frazione Castel Paganica,Chiuso,B88I21001120008,Singolo Proprietario,RCR-CI-L0,56510.51,54041.85,58758.4,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001120008
AQ,MONTEREALE,1306605600000004552017,ABRUZZO,FRAZ PIEDICOLLE,Chiuso,B85C20000650008,,RCR-CI-RES,603226.31,501531.46,535731.8,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B85C20000650008
AQ,MONTEREALE,1306605600000148362020,ABRUZZO,Via Largo delle Rose frazione castel Paganica,Chiuso,B88I21001740001,Singolo Proprietario,RCR-CI-L0,20749.78,20738.84,23134.38,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001740001
AQ,MONTEREALE,1306605600000011922018,ABRUZZO,VIA PICENTE - FRAZIONE DI COLLECALVO,Chiuso,B83E22000370001,Delegato di condominio non registrato,RCR-CI-L0,79697.7,61539.32,67244.15,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000370001
AQ,MONTEREALE,1306605600000389942022,ABRUZZO,PIAZZETTA DEI FIORI,Aperto,B88I21000560008,Amministratore di condominio registrato,RCR-CI-L0,357888.67,0,0,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000560008
AQ,MONTEREALE,1306605600000023132018,ABRUZZO,VIA MADONNA DEL CARMINE,Chiuso,B88I21001130008,,RCR-CI-L0,72024.18,68933.75,66116.75,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001130008
AQ,MONTEREALE,1306605600000006052018,ABRUZZO,VICO MELETO,Chiuso,B81G19000860008,,RCR-CI-L0,58686.87,53450.16,47499.6,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G19000860008
AQ,MONTEREALE,1306605600000003082017,ABRUZZO,VIA ANGELO MARIA RICCI,Chiuso,B81G19000710001,,RCR-CI-L0,85274.59,43705.69,43020.55,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G19000710001
AQ,MONTEREALE,1306605600000012912018,ABRUZZO,PICENTE ARINGO,Chiuso,B88I21001040001,,RCR-CI-L0,40490.77,40222.08,40222.08,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001040001
AQ,MONTEREALE,1306605600000155232020,ABRUZZO,via santa VITTORIA,Chiuso,B83E23000200001,Delegato di condominio non registrato,RCR-CI-L0,49205.13,49205.14,47823.35,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000200001
AQ,MONTEREALE,1306605600000014482018,ABRUZZO,VIA VIA LUCCA - FRA. SANTA LUCIA,Chiuso,B88I21000520001,,RCR-CI-L0,64963.55,58138.6,60227.14,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000520001
AQ,MONTEREALE,1306605600000003352017,ABRUZZO,Largo San Lorenzo Relais IL PALAZZETTO,Chiuso,B81G19000770008,,RCR-CI-L0,287887.64,275635.46,275611.25,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G19000770008
AQ,MONTEREALE,1306605600000042242019,ABRUZZO,VIA DELLA MOLINELLA,Chiuso,B88I21001530001,,RCR-CI-L0,265351.48,265244.79,283005.92,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001530001
AQ,MONTEREALE,1306605600000009642018,ABRUZZO,VIA MANZONI 6,Chiuso,B88I21001620001,,RCR-CI-L0,53681.25,53681.25,55086.16,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001620001
AQ,MONTEREALE,1306605600000018172018,ABRUZZO,"VIA DELLA MADONNELLA, FRAZ ARINGO",Chiuso,B89H21000130008,,RCR-CI-L0,59018.67,57999.16,57966.32,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H21000130008
AQ,MONTEREALE,1306605600000014522018,ABRUZZO,VIA FRAZ. SANTA LUCIA,Chiuso,B88I21000440001,Singolo Proprietario,RCR-CI-L0,46347.48,45960.73,47177.97,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000440001
AQ,MONTEREALE,1306605600000017872018,ABRUZZO,via Strada Comunale - Loc. San Vito,Chiuso,B88I21000570001,,RCR-CI-L0,77163.95,76871.25,68947.73,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000570001
AQ,MONTEREALE,1306605600000151832020,ABRUZZO,"Fraz, Marana, Via Colle",Chiuso,B83E22000010001,Delegato,RCR-CI-L0,133728.34,105547.43,130780.21,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000010001
AQ,MONTEREALE,1306605600000011392018,ABRUZZO,Tudini Montereale frazione Aringo,Chiuso,B88I21001500001,,RCR-CI-L0,86194.26,85138.89,92668.46,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001500001
AQ,MONTEREALE,1306605600000136042020,ABRUZZO,VIA FIUME - FRAZ. VILLE DI FANO,Chiuso,B88I21000730008,Singolo Proprietario,RCR-CI-L0,78574.35,77298.88,88226.53,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000730008
AQ,MONTEREALE,1306605600000002422017,ABRUZZO,PIAZZA RISORGIMENTO ARINGO,Chiuso,B88I21000790008,Delegato,RCR-CI-L0,19457.55,0,40009.2,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000790008
AQ,MONTEREALE,1306605600000025152019,ABRUZZO,VIA TRENTO,Chiuso,B89H20000340001,,RCR-CI-L0,44084.8,43731.06,43010.94,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H20000340001
AQ,MONTEREALE,1306605600000359142022,ABRUZZO,CORSO UMBERTO,Chiuso,B83E23000080001,Delegato,RCR-CI-RES,132282,132282,144578.91,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000080001
AQ,MONTEREALE,1306605600000012412018,ABRUZZO,VIA PICENTE,Chiuso,B83E22000540001,Singolo Proprietario,RCR-CI-L0,75501.16,66321.17,70902.46,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000540001
AQ,MONTEREALE,1306605600000007262018,ABRUZZO,Via della Molinella,Chiuso,B81G20000120001,,RCR-CI-L0,89669.18,88225.8,88209.79,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G20000120001
AQ,MONTEREALE,1306605600000021652018,ABRUZZO,VIA COARNELLI - CERASOLI,Chiuso,B81G20000110008,Singolo Proprietario,RCR-CI-L0,124478.16,0,122965.29,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G20000110008
AQ,MONTEREALE,1306605600000273982021,ABRUZZO,VIA DELLE CROCI,Aperto,B83E22000670001,Delegato,RCR-CI-L0,100255.79,0,0,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000670001
AQ,MONTEREALE,1306605600000003732017,ABRUZZO,fraz VERRICO,Chiuso,B81G20000250001,,RCR-CI-L0,103891.24,95765.92,102454.49,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G20000250001
AQ,MONTEREALE,1306605600000116582020,ABRUZZO,via S. Antonio frazione Colle Paganica,Chiuso,B83E23000240001,Delegato,RCR-CI-L0,74287.56,73900,76352.33,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000240001
AQ,MONTEREALE,1306605600000011512018,ABRUZZO,"VIA ATERNO, 6 FRAZIONE S.VITTORIA",Chiuso,B81G20000290001,,RCR-CI-L0,56140.53,55532.95,55443.8,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G20000290001
AQ,MONTEREALE,1306605600000009992018,ABRUZZO,via CASALI - loc. CASALE D'ABRUZZO,Chiuso,B88I21001090008,,RCR-CI-L0,68965.35,64980.75,63543,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001090008
AQ,MONTEREALE,1306605600000118012020,ABRUZZO,via Dell'Ara,Chiuso,B83E22000750008,Delegato di condominio non registrato,RCR-CI-RES,220350.01,212407.66,216908.02,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000750008
AQ,MONTEREALE,1306605600000008132018,ABRUZZO,Via San Lorenzo,Chiuso,B83E23000960001,Delegato di condominio non registrato,RCR-CI-L0,287137.63,287137.63,277655.78,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000960001
AQ,MONTEREALE,1306605600000022112018,ABRUZZO,via Prati,Chiuso,B83E23000190001,Delegato di condominio non registrato,RCR-CI-L0,56646.36,64487.05,61641.37,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000190001
AQ,MONTEREALE,1306605600000008902018,ABRUZZO,VIA LA COSTA,Chiuso,B88I21000490008,Singolo Proprietario,RCR-CI-L0,108561.72,26216.46,29240.1,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000490008
AQ,MONTEREALE,1306605600000012232018,ABRUZZO,VIA DELLA MADONNELLA (FRAZ. ARINGO),Chiuso,B88I21000630001,,RCR-CI-L0,30263.22,30885.27,30852.5,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000630001
AQ,MONTEREALE,1306605600000058022019,ABRUZZO,VIA SAN NICOLA,Aperto,B88I21001730001,,RCR-CI-L0,47685.14,45339.43,0,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001730001
AQ,MONTEREALE,1306605600000006962018,ABRUZZO,Via Nazionale,Aperto,B83E22000900001,Singolo Proprietario,RCR-CI-L0,38213.07,27827,0,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000900001
AQ,MONTEREALE,1306605600000003062017,ABRUZZO,via Santa Chiara,Chiuso,B81G19000630008,,RCR-CI-L0,122006.83,113663.51,112915.97,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G19000630008
AQ,MONTEREALE,1306605600000120822020,ABRUZZO,VIA LA COSTA FRAZIONE MARANA,Chiuso,B88I21000930008,Singolo Proprietario,RCR-CI-L0,32848.68,36130.92,34916.35,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000930008
AQ,MONTEREALE,1306605600000013012018,ABRUZZO,PIAZZA DELLA CHIESA - FRAZIONE COLLE VERRICO,Chiuso,B89H21000010001,,RCR-CI-L0,58577.07,57949.64,57928.76,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H21000010001
AQ,MONTEREALE,1306605600000005912018,ABRUZZO,VIALE MANZONI,Chiuso,B89H20000130001,,RCR-CI-L0,152193.83,143123.74,139981.16,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H20000130001
AQ,MONTEREALE,1306605600000035992019,ABRUZZO,via Oberdan frazione Colle Verrico,Chiuso,B88I21001390001,Delegato,RCR-CI-L0,130945.97,129542.93,157975.4,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001390001
AQ,MONTEREALE,1306605600000011272018,ABRUZZO,VIA cupitelli,Chiuso,B88I21000230001,,RCR-CI-L0,99796.76,94812.6,91481.5,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000230001
AQ,MONTEREALE,1306605600000133292020,ABRUZZO,via Corso Italia frazione San Giovanni Paganica,Chiuso,B88I21000150008,Singolo Proprietario,RCR-CI-L0,71193.16,70842.78,74310.16,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000150008
AQ,MONTEREALE,1306605600000139482020,ABRUZZO,VIA OBERDAN - CASTEL PAGANICA,Chiuso,B88I21001650001,Delegato,RCR-CI-L0,48934.63,47635.06,48797.83,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001650001
AQ,MONTEREALE,1306605600000120262020,ABRUZZO,SS 471 di Leonessa frazione Ville di Fano,Chiuso,B88I21001520008,Delegato,RCR-CI-L0,89733.56,88704.25,102384.17,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001520008
AQ,MONTEREALE,1306605600000002732017,ABRUZZO,S.S.260 PICENTE CONDOMINIO PROP. GIORGIANTONI,Chiuso,B81G19000810008,,RCR-CI-L0,175654,176205,175897.5,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G19000810008
AQ,MONTEREALE,1306605600000005162017,ABRUZZO,Corso Parigi,Chiuso,B81G19000840001,,RCR-CI-L0,59374.58,58865.58,42480.94,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G19000840001
AQ,MONTEREALE,1306605600000024682019,ABRUZZO,VIA FANO-FRAZ. PELLESCRITTA,Chiuso,B88I21000380001,,RCR-CI-L0,41758.16,41782.58,41759.51,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000380001
AQ,MONTEREALE,1306605600000010562018,ABRUZZO,VIA SANTA LUCIA,Chiuso,B83E23000500008,Singolo Proprietario,RCR-CI-L0,36219.65,35470.44,40157.16,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000500008
AQ,MONTEREALE,1306605600000010662018,ABRUZZO,Via della Fonte,Chiuso,B83E22000210001,Delegato,RCR-CI-L0,86315.86,85954.63,85959.28,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000210001
AQ,MONTEREALE,1306605600000011172018,ABRUZZO,corso Parigi,Chiuso,B88I21000450001,,RCR-CI-L0,59506.85,58975.5,58969.05,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000450001
AQ,MONTEREALE,1306605600000063862020,ABRUZZO,VIA PICENTE FRAZIONE MARANA,Aperto,B88I21001680001,Delegato di condominio non registrato,RCR-CI-L0,136631.92,127684.19,106883.54,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001680001
AQ,MONTEREALE,1306605600000317072022,ABRUZZO,frazione Castello Paganica,Aperto,B83E23000430001,Delegato,RCR-CI-L0,153828.59,0,0,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000430001
AQ,MONTEREALE,1306605600000030372019,ABRUZZO,VIA DELLE CROCI,Chiuso,B88I21000430008,Singolo Proprietario,RCR-CI-L0,99722.19,96314.15,98375.44,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000430008
AQ,MONTEREALE,1306605600000011892018,ABRUZZO,San Rocco Edificio frazione Cabbia,Chiuso,B88I21001670001,,RCR-CI-L0,146835.17,142650.7,158780.98,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001670001
AQ,MONTEREALE,1306605600000035792019,ABRUZZO,via del colle,Chiuso,B88I21001100008,Singolo Proprietario,RCR-CI-L0,52566.56,44932.39,50919.46,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001100008
AQ,MONTEREALE,1306605600000052782019,ABRUZZO,VIA DEL MULINO,Chiuso,B89H21000090008,,RCR-CI-L0,135089.71,133395.76,133339.54,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H21000090008
AQ,MONTEREALE,1306605600000070012020,ABRUZZO,Via San Giovanni,Aperto,B83E22001300001,Delegato,RCR-CI-L0,64305.7,67085.17,30993.92,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22001300001
AQ,MONTEREALE,1306605600000014472018,ABRUZZO,via Nizza 4 Colle Paganic Mariotti Maddalena,Chiuso,B81G20000130008,,RCR-CI-L0,18557.95,18244.11,16857.33,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G20000130008
AQ,MONTEREALE,1306605600000305182022,ABRUZZO,VIA TORRALE,Aperto,B83E23000270008,Singolo Proprietario,RCR-CI-L0,79237.94,0,0,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000270008
AQ,MONTEREALE,1306605600000142852020,ABRUZZO,via dei Santi fraziona Marana,Chiuso,B83E23000040001,Singolo Proprietario,RCR-CI-L0,34136.12,34136.12,31040.08,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000040001
AQ,MONTEREALE,1306605600000014982018,ABRUZZO,VIA SILVIO PELLICO - FRAZIONE CABBIA,Chiuso,B88I21001010001,,RCR-CI-L0,22473.35,22277.34,22608.67,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001010001
AQ,MONTEREALE,1306605600000025162019,ABRUZZO,via torrale Marana,Chiuso,B83E22001000001,Persona fisica avente altro titolo,RCR-CI-L0,162890.8,158533.11,156674.36,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22001000001
AQ,MONTEREALE,1306605600000024132018,ABRUZZO,"VIA SILVIO PELLICO - FRAZIONE VILLE DI FANO, LOCALITÀ LONARO",Aperto,B83E23001040001,Delegato,RCR-CI-L0,42345.29,40782.01,0,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23001040001
AQ,MONTEREALE,1306605600000018622018,ABRUZZO,VIA DELLE AIE,Chiuso,B88I22000100008,Singolo Proprietario,RCR-CI-L0,51896.51,36298.71,39728.34,no,104.4085,2195,066056,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I22000100008
