Bangladesh,11.799,2024-11-15
Siria,11.138,2024-11-15
Tunisia,7.593,2024-11-15
Egitto,3.848,2024-11-15
Guinea,3.293,2024-11-15
Pakistan,2.537,2024-11-15
Eritrea,1.944,2024-11-15
Sudan,1.896,2024-11-15
Mali,1.512,2024-11-15
Gambia,1.428,2024-11-15
altre*,12.523,2024-11-15
