Egitto,4.267,2022-06-30
Tunisia,3.996,2022-06-30
Afghanistan,2.724,2022-06-30
Siria,1.551,2022-06-30
Costa d'Avorio,1.057,2022-06-30
Eritrea,786,2022-06-30
Iran,703,2022-06-30
Guinea,688,2022-06-30
Sudan,500,2022-06-30
altre*,6.464,2022-06-30
