Sudan,238,2020-02-15
Bangladesh,226,2020-02-15
Costa D'Avorio,218,2020-02-15
Guinea,105,2020-02-15
Somalia,86,2020-02-15
Tunisia,84,2020-02-15
Marocco,75,2020-02-15
Iraq,62,2020-02-15
Mali,57,2020-02-15
altre*,603,2020-02-15
