Guinea,2.806,2023-03-15
Pakistan,1.541,2023-03-15
Bangladesh,1.506,2023-03-15
Tunisia,1.421,2023-03-15
Camerun,826,2023-03-15
Egitto,769,2023-03-15
Mali,666,2023-03-15
Burkina Faso,601,2023-03-15
Eritrea,542,2023-03-15
altre*,6.341,2023-03-15
