Egitto,12.697,2022-09-15
Bangladesh,10.016,2022-09-15
Afghanistan,5.271,2022-09-15
Siria,4.204,2022-09-15
Costa d'Avorio,2.100,2022-09-15
Eritrea,1.662,2022-09-15
Iran,1.513,2022-09-15
Guinea,1.492,2022-09-15
Pakistan,1.486,2022-09-15
altre*,11.685,2022-09-15
