Eritrea,315,2022-03-15
Costa d'Avorio,295,2022-03-15
Siria,277,2022-03-15
Guinea,191,2022-03-15
Sudan,133,2022-03-15
Camerun,108,2022-03-15
altre*,846,2022-03-15
