Pakistan,922,2019-09-30
Costa d'Avorio,864,2019-09-30
Algeria,723,2019-09-30
Iraq,582,2019-09-30
Sudan,344,2019-09-30
Bangladesh,259,2019-09-30
Iran,188,2019-09-30
Guinea,187,2019-09-30
Marocco,132,2019-09-30
altre*,1.233,2019-09-30
