Bangladesh,3.262,2025-03-17
Pakistan,1.282,2025-03-17
Siria,801,2025-03-17
Egitto,740,2025-03-17
Eritrea,421,2025-03-17
Sudan,293,2025-03-17
Etiopia,272,2025-03-17
Tunisia,206,2025-03-17
Algeria,166,2025-03-17
Mali,115,2025-03-17
altre*,918,2025-03-17
