Tunisia,819,2021-03-15
Guinea,598,2021-03-15
Bangladesh,493,2021-03-15
Sudan,381,2021-03-15
Eritrea,343,2021-03-15
Algeria,291,2021-03-15
Mali,271,2021-03-15
Egitto,232,2021-03-15
Camerun,164,2021-03-15
altre*,1.490,2021-03-15
