Pakistan,108,2025-01-15
Egitto,57,2025-01-15
Siria,56,2025-01-15
Bangladesh,53,2025-01-15
Eritrea,24,2025-01-15
Algeria,23,2025-01-15
Sudan,15,2025-01-15
Etiopia,12,2025-01-15
Nigeria,10,2025-01-15
Somalia,9,2025-01-15
altre*,111,2025-01-15
