Bangladesh,2.670,2024-03-31
Siria,2.084,2024-03-31
Tunisia,1.371,2024-03-31
Egitto,917,2024-03-31
Guinea,849,2024-03-31
Pakistan,620,2024-03-31
Mali,379,2024-03-31
Eritrea,340,2024-03-31
Gambia,332,2024-03-31
Sudan,328,2024-03-31
altre*,1.483,2024-03-31
