Bangladesh,455,2020-03-31
Algeria,312,2020-03-31
Costa D'Avorio,310,2020-03-31
Sudan,248,2020-03-31
Somalia,172,2020-03-31
Tunisia,154,2020-03-31
Marocco,145,2020-03-31
Guinea,129,2020-03-31
Mali,122,2020-03-31
Iraq,72,2020-03-31
altre*,675,2020-03-31
