Tunisia,2.349,2019-10-15
Pakistan,997,2019-10-15
Costa d'Avorio,942,2019-10-15
Algeria,786,2019-10-15
Iraq,620,2019-10-15
Sudan,344,2019-10-15
Bangladesh,325,2019-10-15
Iran,214,2019-10-15
Guinea,190,2019-10-15
Marocco,152,2019-10-15
altre*,1.536,2019-10-15
