Bangladesh,1.050,2020-06-15
Tunisia,892,2020-06-15
Costa d'Avorio,776,2020-06-15
Sudan,456,2020-06-15
Algeria,377,2020-06-15
Marocco,322,2020-06-15
Guinea,233,2020-06-15
Somalia,228,2020-06-15
Mali,167,2020-06-15
Nigeria,123,2020-06-15
altre*,1.015,2020-06-15
