Bangladesh,13.779,2024-12-31
Siria,12.504,2024-12-31
Tunisia,7.677,2024-12-31
Egitto,4.296,2024-12-31
Guinea,3.542,2024-12-31
Pakistan,3.284,2024-12-31
Sudan,2.137,2024-12-31
Eritrea,2.130,2024-12-31
Mali,1.667,2024-12-31
Gambia,1.618,2024-12-31
altre*,13.683,2024-12-31
