Bangladesh,1.515,2024-03-15
Siria,1.207,2024-03-15
Tunisia,721,2024-03-15
Egitto,645,2024-03-15
Pakistan,335,2024-03-15
Eritrea,251,2024-03-15
Etiopia,199,2024-03-15
Sudan,160,2024-03-15
Guinea,117,2024-03-15
Gambia,85,2024-03-15
altre*,1.325,2024-03-15
