Bangladesh,7.642,2025-05-31
Eritrea,3.586,2025-05-31
Egitto,2.387,2025-05-31
Pakistan,2.306,2025-05-31
Etiopia,1.226,2025-05-31
Siria,1.036,2025-05-31
Sudan,727,2025-05-31
Somalia,683,2025-05-31
Guinea,504,2025-05-31
Nigeria,312,2025-05-31
altre*,2.450,2025-05-31
