Tunisia,15.671,2021-12-31
Egitto,8.352,2021-12-31
Bangladesh,7.824,2021-12-31
Iran,3.915,2021-12-31
Costa d'Avorio,3.807,2021-12-31
Iraq,2.645,2021-12-31
Guinea,2.446,2021-12-31
Eritrea,2.328,2021-12-31
Siria,2.266,2021-12-31
Marocco,2.193,2021-12-31
altre*,15.593,2021-12-31
