Bangladesh,10.602,2025-07-15
Eritrea,4.519,2025-07-15
Egitto,3.880,2025-07-15
Pakistan,2.749,2025-07-15
Etiopia,1.519,2025-07-15
Sudan,1.178,2025-07-15
Siria,1.106,2025-07-15
Somalia,1.062,2025-07-15
Guinea,829,2025-07-15
Tunisia,648,2025-07-15
Algeria,597,2025-07-15
Iran,597,2025-07-15
Nigeria,531,2025-07-15
Mali,492,2025-07-15
Costa D'Avorio,424,2025-07-15
altre*,2.355,2025-07-15
