Bangladesh,7.035,2023-08-31
Pakistan,6.175,2023-08-31
Burkina Faso,6.076,2023-08-31
Siria,4.428,2023-08-31
Camerun,3.797,2023-08-31
Mali,3.604,2023-08-31
altre*,40.255,2023-08-31
