cup,cig,oggetto_gara,data_pubblicazione_gara,tipo_scelta_contraente,ente,aggiudicatario,cf_aggiudicatario,importo_base_asta,importo_aggiudicazione
B23B20000200001,ZD332115CA,"SISMA 2016. O.C.S. N. 86 DEL 24.01.2020. RILIEVO ARCHITETTONICO, MATERICO E FESSURATIVO PER INTERVENTO DI RECUPERO EDIFICIO SITO IN VIA NENNI 1 NEL COMUNE DI TOLENTINO (MC).",2021-06-10,AFFIDAMENTO DIRETTO,,,,8517.71,
B23D18000270001,78741290D0,PROCEDURA APERTA PER L'AFFIDAMENTO DI SERVIZI DI ARCHITETTURA E INGEGNERIA RELATIVI A: LOTTO N^ 1 - DEMOLIZIONE E RICOSTRUZIONE DEL NUOVO OSPEDALE DI COMUNITÀ 'SS. SALVATORE' DI TOLENTINO (MC); LOTTO N^ 2 - REALIZZAZIONE DELLA PALAZZINA FUNZIONALE ALLE EMERGENZE SANITARIE DERIVANTI DA EVENTI CALAMITOSI PRESSO IL PRESIDIO OSPEDALIERO 'E. PROFILI' DI FABRIANO (AN),2019-04-15,PROCEDURA APERTA,,CSPE SRL,05586360488,1559080.91,490007.82
B23D18000270001,8167863DC3,SERVIZIO DI ARCHITETTURA E INGEGNERIA RELATIVI A: SISMA 2016 - LOTTO 1 - DEMOLIZIONE E RICOSTRUZIONE DEL NUOVO OSPEDALE DI COMUNITÀ SS SALVATORE DI TOLENTINO (MC),2019-12-09,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,CSPE SRL,05586360488,905744.59,905744.59
B23D18000270001,9876992FA1,PROCEDURA TELEMATICA APERTA PER L'AFFIDAMENTO DEI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DEL NUOVO OSPEDALE DI COMUNITu00C0 SS. SALVATORE DI TOLENTINO (MC),2023-06-30,PROCEDURA APERTA,,EDIL CO. SRL,00454840778,22331380.24,18262563.02
B23D18000270001,B092A4BA86,ATTIVAZIONE DELL'ESERCIZIO DI OPZIONE (ART. 157 DEL D.LGS 50/2016) PER LA DIREZIONE LAVORI E IL CSE RELATIVO ALL'INTERVENTO DI DEMOLIZIONE DELL'OSPEDALE DI TOLENTINO,2024-02-27,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,CSPE SRL,05586360488,637364.26,637364.26
B23D18000270001,B0A5D2100C,AFFIDAMENTO AI SENSI DELLART. 50 COMMA 1 LETT. B) DEL DLGS 36/2023 DEL SERVIZIO DI BONIFICA BELLICA SISTEMATICA TERRESTRE RELATIVAMENTE ALLINTERVENTO DI DEMOLIZIONE E RICOSTRUZIONE DEL NUOVO OSPEDALE DI COMUNITA SS. SALVATORE DI TOLENTINO (MC),2024-03-04,AFFIDAMENTO DIRETTO,,,,12031.13,12031.13
B23D18000270001,B0F3A0D799,AFFIDAMENTO AI SENSI DELLART. 50 COMMA 1 LETT. B) DEL DLGS 36/2023 DEL SERVIZIO DI BONIFICA BELLICA SISTEMATICA TERRESTRE RELATIVAMENTE ALLINTERVENTO DI DEMOLIZIONE E RICOSTRUZIONE DEL NUOVO OSPEDALE DI COMUNITA SS. SALVATORE DI TOLENTINO (MC),2025-05-27,AFFIDAMENTO DIRETTO,,,,11480.17,11480.17
B23D18000270001,B951C9A8A4,"AFFIDAMENTO SERVIZI OPZIONALI AL CONTRATTO REP. 1444/2020 RELATIVI A DIREZIONE DELL'ESECUZIONE, VERIFICHE, COLLAUDI E PRESTAZIONI COMPLEMENTARI CONNESSE AL CONSEGUIMENTO DELL'AGIBILITu00C0 A FINE LAVORI PER L'INTERVENTO DI REALIZZAZIONE PALAZZINA FUNZIONALE ALLE EMERGENZE SANITARIE DA EVENTI CALAMITOSI PRESSO IL PRESIDIO OSPEDALIERO E. PROFILI DI FABRIANO (AN) - SISMA 2016 O. C. S. R. N. 37/2017 - CIG ORIGINARIO 787414807E",2025-12-01,AFFIDAMENTO DIRETTO,,,,593802.46,593802.46
B24B19000330002,86972838F9,INCARICO DI PROGETTAZIONE ESECUTIVA E DIREZIONE DEI LAVORI DI RESTAURO DEL PALAZZO DEI PRIORI AI SENSI DELL'O.C.S.R. N. 37 DEL 08.09.2017,2021-04-14,AFFIDAMENTO DIRETTO,,FINOCCHI ROBERTO,****************,69359.47,69359.47
B24B19000330002,B04F0223AB,INTERVENTO DI RESTAURO DEL PALAZZO DEI PRIORI AI SENSI DELL'O.C.S.R. N. 37/2017. INCARICO PROFESSIONALE PER IL COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE ED ESECUZIONE,2024-02-08,AFFIDAMENTO DIRETTO,,NATALINI MIRCO,****************,39499.53,39499.53
B24B19000330002,B0504440E3,INTERVENTO DI RESTAURO DEL PALAZZO DEI PRIORI AI SENSI DELL'O.C.S.R. N. 37/2017. INCARICO PROFESSIONALE PER IL COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE ED ESECUZIONE,2024-02-08,AFFIDAMENTO DIRETTO,,NATALINI MIRCO,****************,39499.53,39499.53
B24B19000330002,Z713173924,INTERVENTO DI RESTAURO DEL PALAZZO DEI PRIORI AI SENSI DELL'O.C.S.R. N. 37/2017. AFFIDAMENTO INCARICO ESECUZIONE SONDAGGIO GEOGNOSTICO,2021-04-21,AFFIDAMENTO DIRETTO,,,,4094.62,
B24B19000330002,ZB531738D7,INTERVENTO DI RESTAURO DEL PALAZZO DEI PRIORI AI SENSI DELL'O.C.S.R. N. 37/2017. AFFIDAMENTO INCARICO PER LA REDAZIONE DELLA RELAZIONE GEOLOGICA.,2021-04-21,AFFIDAMENTO DIRETTO,,,,8009.23,
B24B19000330002,ZC936EC0F6,VERIFICA PROGETTAZIONE INTERVENTO DI RESTAURO PALAZZO DEI PRIORI. AFFIDAMENTO INCARICO FIMA ENGINEERING SRL,2022-06-23,AFFIDAMENTO DIRETTO,,,,26062.16,
B24B19000330002,ZCD31985B5,INTERVENTO DI RESTAURO DEL PALAZZO DEI PRIORI AI SENSI DELL'O.C.S.R. N. 37/2017. AFFIDAMENTO INCARICO ESECUZIONE MASW,2021-05-05,AFFIDAMENTO DIRETTO,,,,1650.0,
B24B19000330002,ZD43647772,LAVORI DI RESTAURO PALAZZO DEI PRIORI. APPROFONDIMENTO INDAGINE FONDAFIONE. AFFIDAMENTO DITTA MOTAC DI ACCIARRESI EZIO,2022-05-05,AFFIDAMENTO DIRETTO,,,,4000.0,
B24B19000330002,ZF53429454,LAVORI DI RESTAURO PALAZZO PRIORI POST SISMA 2016. INCARICO PROFESSIONALE PER REDAZIONE VALUTAZIONE PROGETTO VVF ALL'ING. CRISTINA DELEANU,2021-11-30,AFFIDAMENTO DIRETTO,,,,4480.0,
B24J18000230001,8146221A39,"SISMA 2016. OCSR N. 27 DEL 09/06/2017. LAVORI DI MIGLIORAMENTO SISMICO DI N. 3 LOTTI RELATIVI A EDIFICI ERP NEI COMUNI DI SARNANO, DI TOLENTINO E DI BELFORTE DEL CHIENTI.",2019-12-20,PROCEDURA APERTA,,DA.CA. SUD COSTRUZIONI SOCIETA' A RESPONSABILITA' LIMITATA,02054140617,389601.3,290722.45
B24J18000230001,912041006E,"OCSR 27/2017 - COMUNE DI TOLENTINO - INTERVENTO DI RIPRISTINO CON MIGLIORAMENTO SISMICO EDIFICIO IN TOLENTINO (MC), VIA DON MINZONI 11. REALIZZAZIONE DEL CAPPOTTO TERMICO, DEGLI ALLACCI E DEGLI INFISSI",2022-02-28,AFFIDAMENTO DIRETTO,,DA.CA. SUD COSTRUZIONI SOCIETA' A RESPONSABILITA' LIMITATA,02054140617,143049.89,139473.64
B24J18000230001,Z072D0E0BC,SISMA 2016. OCSR N. 27 DEL 09/06/2017. INTERVENTO DI RIPRISTINO CON MIGLIORAMENTO SISMICO EDIFICIO IN VIA DON MINZONI 11 NEL COMUNE DI TOLENTINO (MC). INCARICO COLLAUDO STRUTTURALE,2020-05-20,AFFIDAMENTO DIRETTO,,,,1900.08,
B24J18000230001,Z0E3A1A312,O.C.S.R. 27/2017. ALLACCI GAS METANO E ACQUA PER L'IMMOBILE SITO IN VIA DON G. MINZONI N. 11 NEL COMUNE DI TOLENTINO (MC),2023-02-24,AFFIDAMENTO DIRETTO,,,,3252.36,
B24J18000230001,Z212D0D422,SISMA 2016. OCSR N. 27 DEL 09/06/2017. INTERVENTO DI RIPRISTINO CON MIGLIORAMENTO SISMICO EDIFICIO IN VIA DON MINZONI 11 NEL COMUNE DI TOLENTINO (MC). INCARICO DI DL E CSE,2020-05-20,AFFIDAMENTO DIRETTO,,,,18454.56,
B24J18000230001,Z23300DEB1,"OCSR N. 27/17. LAVORI DI MIGLIORAMENTO SISMICO EDIFICIO ERP NEL COMUNE DI TOLENTINO, VIA DON MINZONI 11. SERVIZIO TRASLOCO",2020-12-31,AFFIDAMENTO DIRETTO,,,,24000.0,
B24J18000230001,Z543565169,"OCSR 27/2017 - COMUNE DI TOLENTINO - INTERVENTO DI RIPRISTINO CON MIGLIORAMENTO SISMICO EDIFICIO IN TOLENTINO (MC), VIA DON MINZONI 11. REDAZIONE RELAZIONE ENERGETICA E DIAGNOSI ENERGETICA",2022-02-28,AFFIDAMENTO DIRETTO,,,,6473.01,
B24J18000230001,Z58356595A,"OCSR 27/2017 - COMUNE DI TOLENTINO - INTERVENTO DI RIPRISTINO CON MIGLIORAMENTO SISMICO EDIFICIO IN TOLENTINO (MC), VIA DON MINZONI 11. REALIZZAZIONE DELL?IMPIANTO TERMICO",2022-02-28,AFFIDAMENTO DIRETTO,,,,37524.93,
B24J18000230001,ZEA3C485A6,O.C.S.R. 27/2017. RIPRISTINO CON MIGLIORAMENTO SISMICO DELL'IMMOBILE SITO IN VIA DON G. MINZONI N. 11 NEL COMUNE DI TOLENTINO (MC). AFFITTO LOCALE DEPOSITO MOBILIA DAL 01.12.2021 AL 30.06.2023,2023-08-29,AFFIDAMENTO DIRETTO,,,,13302.0,
B24J18000230001,ZF4228FB18,SISMA 2016. O.C.S.R. N. 27/2017. COMUNE DI TOLENTINO ? VIA DON MINZONI 11. AFFIDAMENTO DIRETTO INCARICO TECNICO DI PROGETTAZIONE INTERVENTO DI MIGLIORAMENTO SISMICO,2018-02-28,AFFIDAMENTO DIRETTO,,,,32298.79,
B24J18000230001,ZF83C17FE9,O.C.S.R. 27/2017. SERVIZIO TRASLOCO MOBILIA E SMALTIMENTO MATERIALE D'ARREDO VARIO PER L'IMMOBILE SITO IN VIA DON G. MINZONI N. 11 NEL COMUNE DI TOLENTINO (MC),2023-08-01,AFFIDAMENTO DIRETTO,,,,6400.0,
B25F22000550001,9281219037,AFFIDAMENTO LAVORI DI REALIZZAZIONE PRE TRIAGE COVID A SERVIZIO DEL NUOVO OSPEDALE DI AMANDOLA,2022-06-27,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,TORELLI DOTTORI SPA,00205160427,953800.91,802008.1
B25F22000550001,9281311C1F,AFFIDAMENTO SERVIZI PROFESSIONALI DI INGEGNERIA E ARCHITETTURA PER LA REALIZZAZIONE DEL PRE TRIAGE COVID A SERVIZIO DEL NUOVO OSPEDALE DI AMANDOLA,2022-06-27,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,E.T.S. S.P.A. ENGINEERING AND TECHNICAL SERVICES,02141540167,159901.79,138746.37
B26C23000130001,999712722F,"PROGETTAZIONE E DIREZIONE DEI LAVORI DI RIPRISTINO, RECUPERO E MIGLIORAMENTO SISMICO DELL'IMMOBILE SITO IN VIA N. SAURO",2023-07-28,AFFIDAMENTO DIRETTO,,PLAN INGEGNERIA - SOCIETA' COOPERATIVA,01989600430,129777.68,90844.38
B26C23000130001,BA0F5A9E2C,CUC P/C COMUNE DI MONTECASSIANO: PROCEDURA TELEMATICA APERTA ACCELERATA PER L'AFFIDAMENTO DEI LAVORI DI RIPRISTINO CON MIGLIORAMENTO SISMICO DELL'IMMOBILE SITO IN VIA N. SAURO EVENTI SISMICI 2016 SISMA 2016 O.C.S.R. N. 137/2023 E SS.MM.II.,2026-01-22,PROCEDURA APERTA,,,,712918.2,489114.5
B26C23000130001,ZC93D1EB42,"LAVORI DI RIPRISTINO, RECUPERO E MIGLIORAMENTO SIMICO EDIFICIO EX MONTEMARANI SITO IN VIA N. SAURO - INDAGINI GEOGNOSTICHE",2023-11-03,AFFIDAMENTO DIRETTO,,,,8733.45,
B27D18001170002,BBD99BEE4D,"PROGETTAZIONE ESECUTIVA COMPRESA LA DIREZIONE LAVORI, IL COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE ED ESECUZIONE, LA CONTABILITu00C0 E LA REDAZIONE DEL CERTIFICATO DI REGOLARE ESECUZIONE RELATIVAMENTE ALL'INTERVENTO DI RESTAURO ARCHITETTONICO E CONSOLIDAMENTO STRUTTURALE DI UNA PORZIONE DI EDIFICIO-SPERONE SITO IN CAMPELLO ALTO",2026-05-29,AFFIDAMENTO DIRETTO,,,,26807.21,26807.21
B28I17001280008,7985500311,GARA EUROPEA A PROCEDURA APERTA PER L'AFFIDAMENTO DEI LAVORI DI RICOSTRUZIONE DEL NUOVO OSPEDALE NEL COMUNE DI AMANDOLA,2019-07-26,PROCEDURA APERTA,,TORELLI DOTTORI SPA,00205160427,15124385.61,12882183.39
B28I17001280008,820401140C,"GARA EUROPEA TELEMATICA PER L'AFFIDAMENTO DEI SERVIZI TECNICI DI DIREZIONE LAVORI, CONTABILITu00C0, COORDINAMENTO SICUREZZA IN FASE DI ESECUZIONE, ATTESTAZIONE DI QUALIFICAZIONE ENERGETICA, PREDISPOSIZIONE CERTIFICAZIONI PER CERTIFICATO DI PREVENZIONE INCENDI, CERTIFICATO ACUSTICO, PRATICHE CATASTALI E QUANTO ALTRO NECESSARIO PER L'AGIBILITu00C0 A FINE LAVORI PER LA RICOSTRUZIONE DEL NUOVO OSPEDALE NEL COMUNE DI AMANDOLA",2020-02-14,PROCEDURA APERTA,,E.T.S. S.P.A. ENGINEERING AND TECHNICAL SERVICES,02141540167,916576.53,583675.93
B28I17001280008,945131932C,AFFIDAMENTO LAVORI PERIZIA DI VARIANTE N.1 RIFERITA ALLA RICOSTRUZIONE DEL NUOVO OSPEDALE DI AMANDOLA (FM) - CUP B28I17001280008 - CIG ORIGINARIO 7985500311,2022-12-07,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,TORELLI DOTTORI SPA,00205160427,6400402.17,6400402.17
B28I17001280008,9531815E8F,"PROGETTAZIONE, COORDINAMENTO SICURAZZA IN FASE DI PROGETTAZIONE, PERIZIA DI VARIANTE N. 1 NUOVO OSPEDALE DI AMANDOLA",2022-12-05,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,E.T.S. S.P.A. ENGINEERING AND TECHNICAL SERVICES,02141540167,486392.66,486392.66
B28I17001280008,9532130285,"SERVIZIO DIREZIONE LAVORI, COORDINAMENTO SICUREZZA IN FASE DI ESECUZIONE ED ALTRE PRESTAZIONI RELATIVE ALLA, PERIZIA DI VARIANTE N. 1 NUOVO OSPEDALE DI AMANDOLA- CIG ORIGINARIO 820401140C",2022-12-05,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,E.T.S. S.P.A. ENGINEERING AND TECHNICAL SERVICES,02141540167,198716.14,198716.14
B28I17001280008,97614825C6,ACQUISTO APPARATI ATTIVI RETE DATI PER IL NUOVO OSPEDALE DI AMANDOLA,2023-05-15,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,,127902.62,
B28I17001280008,9860938F73,DOTAZIONI TECNOLOGICHE RETE FONIA NUOVO OSPEDALE DI AMANDOLA,2023-06-09,AFFIDAMENTO DIRETTO,,FASTWEB SPA,12878470157,120000.0,115115.8
B28I17001280008,B1161A0401,OPERE COMPLEMENTARI AI LAVORI DI RICOSTRUZIONE DEL NUOVO OSPEDALE NEL COMUNE DI AMANDOLA - CUP B28I17001280008,2024-04-04,AFFIDAMENTO DIRETTO,,,,123228.66,123228.66
B28I17001280008,B1908E397B,FORNITURA E POSA IN OPERA SCHERMATURA PER TOMOGRAFO A RISONANZA MAGNETICA DA INSTALLARE PRESSO IL NUOVO OSPEDALE NEL COMUNE DI AMANDOLA - CUP B28I17001280008,2024-05-09,AFFIDAMENTO DIRETTO,,,,38726.48,38726.48
B28I17001280008,B1DC07C403,ESECUZIONE TAPPETINO D'USURA NUOVO OSPEDALE DI AMANDOLA,2024-05-28,AFFIDAMENTO DIRETTO,,,,63574.95,63574.95
B28I17001280008,Z6B3C4CA5E,"PROGETTAZIONE, DIREZIONE LAVORI, CONTABILITÀ, COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE PER OPERE COMPLEMENTARI NUOVO OSPEDALE DI AMANDOLA",2023-08-30,AFFIDAMENTO DIRETTO,,,,23600.0,
B28I17001280008,ZC23BB5E55,ALLACCIO IDRICO E FOGNARIO PER NUOVO OSPEDALE DI AMANDOLA,2023-06-27,AFFIDAMENTO DIRETTO,,,,90.0,
B28I17001280008,ZCD3BA84B1,ASSISTENZA TECNICA ALLACCIO TELEFONICO NUOVO OSPEDALE DI AMANDOLA,2023-06-22,AFFIDAMENTO DIRETTO,,,,366.0,
B28I17001280008,ZE531A5336,PARCELLA CTU DEL TRIBUNALE DI ASCOLI PICENO PER DETERMINAZIONE DEFINITIVA DELL'INDENNITA'DI ESPROPRIO - FEDERICO BUFFONE,2021-05-10,AFFIDAMENTO DIRETTO,,,,4552.77,
B29C18000030001,9641573DBA,INTERVENTO DI MIGLIORAMENTO SISMICO PALAZZO COMUNALE CAMPELLO SUL CLITUNNO,2023-02-07,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,EMILI COSTRUZIONI S.R.L.,02401080540,141409.07,131608.26
B31B21006540004,9236292D44,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI LAVORI (OG2-OG11-OS21) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,COGECO 7 S.R.L.,09433891000,62328695.66,62328695.66
B31B21006540004,9236292D44,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI LAVORI (OG2-OG11-OS21) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,LUCCI SALVATORE IMPRESA DI COSTRUZIONI S.R.L.,03579980636,62328695.66,62328695.66
B31B21006540004,9236292D44,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI LAVORI (OG2-OG11-OS21) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,DI VINCENZO DINO & C. SPA,01151370689,62328695.66,62328695.66
B31B21006540004,9236292D44,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI LAVORI (OG2-OG11-OS21) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,VALORI S.C.A R.L. - CONSORZIO STABILE IN SIGLA VALORI - S.C. A R. L.,08066951008,62328695.66,62328695.66
B31B21006540004,9236292D44,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI LAVORI (OG2-OG11-OS21) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,CONSCOOP CONSORZIO FRA COOPERA TIVE DI PRODUZIONE E LAVORO,00140990409,62328695.66,62328695.66
B31B21006540004,9236327A27,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI SERVIZI DI INGEGNERIA E ARCHITETTURA (E.22 - S.03 - IA.02 - IA.04) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,ARTELIA ITALIA SPA,06741281007,24931478.26,24931478.26
B31B21006540004,9236327A27,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI SERVIZI DI INGEGNERIA E ARCHITETTURA (E.22 - S.03 - IA.02 - IA.04) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,RPA SRL,02776790541,24931478.26,24931478.26
B31B21006540004,9236327A27,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI SERVIZI DI INGEGNERIA E ARCHITETTURA (E.22 - S.03 - IA.02 - IA.04) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,ATIPROJECT S.R.L.,02255140507,24931478.26,24931478.26
B31B21006540004,9236327A27,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI SERVIZI DI INGEGNERIA E ARCHITETTURA (E.22 - S.03 - IA.02 - IA.04) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,SAB SRL,01834920546,24931478.26,24931478.26
B31B21006540004,9236327A27,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI SERVIZI DI INGEGNERIA E ARCHITETTURA (E.22 - S.03 - IA.02 - IA.04) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,RINA CONSULTING S.P.A.,03476550102,24931478.26,24931478.26
B31B21006540004,9236347AA8,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI SERVIZI DI VERIFICA DELLA PROGETTAZIONEEX ART. 26 DEL CODICE DEI CONTRATTI (E.22 - S.03 - IA.02 - IA.04) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,CONTECO CHECK SRL,11203280158,9349304.35,9349304.35
B31B21006540004,9236347AA8,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI SERVIZI DI VERIFICA DELLA PROGETTAZIONEEX ART. 26 DEL CODICE DEI CONTRATTI (E.22 - S.03 - IA.02 - IA.04) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,RINA CHECK S.R.L.,01927190999,9349304.35,9349304.35
B31B21006540004,9236347AA8,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI SERVIZI DI VERIFICA DELLA PROGETTAZIONEEX ART. 26 DEL CODICE DEI CONTRATTI (E.22 - S.03 - IA.02 - IA.04) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,PROGETTO COSTRUZIONE QUALITA' S.R.L.,02341540421,9349304.35,9349304.35
B31B21006540004,9236347AA8,ACCORDI QUADRO CON PIU' OPERATORI ECONOMICI PER L'AFFIDAMENTO DEI SERVIZI DI VERIFICA DELLA PROGETTAZIONEEX ART. 26 DEL CODICE DEI CONTRATTI (E.22 - S.03 - IA.02 - IA.04) AI SENSI DELL'ARTICOLO 33 DELLA DIRETTIVA 2014/24/UE PER L'ATTUAZIONE DEL PROGRAMMA STRAORDINARIO DI RICOSTRUZIONE DEGLI EDIFICI PUBBLICI AD USO SCOLASTICO DANNEGGIATI DAL SISMA DEL CENTRO ITALIA 2016 DI CUI ALL'ORDINANZA SPECIALE N. 31 DEL 31 DICEMBRE 2021,2022-05-25,PROCEDURA APERTA,,NORMATEMPO ITALIA S.R.L.,10902450013,9349304.35,9349304.35
