cup,anno,importo_pagato
E12C21000830001,2026,93224.12
E12H17000560004,2019,995.52
E12H17000560004,2020,69004.48
E13C20010040001,2022,298210.0
E13C20010040001,2023,271926.56
E13C20010040001,2024,104595.87
E13C20010040001,2025,12528.08
E14B17000270002,2021,14420.23
E14B17000270002,2023,31441.12
E14C19000680001,2022,40506.79
E14C19000680001,2023,22570.0
E14C19000680001,2024,596752.68
E14C19000680001,2025,513155.72
E14C19000680001,2026,880.0
E14F17000740003,2021,840.56
E14F17000740003,2022,19390.62
E14F18000880001,2019,10950.72
E14F18000880001,2020,915.0
E14F18000880001,2021,46640.86
E14F18000880001,2022,348189.05
E14F18000880001,2023,600319.23
E14F18000880001,2024,355013.09
E15F21000910001,2021,46813.65
E15F21000910001,2022,511.53
E15F21000910001,2025,98.39
E16H17000060001,2021,215425.83
E16H17000060001,2022,86472.0
E17H20002170001,2021,95687.65
E17H20002170001,2022,92565.24
E17H20002820001,2021,7783.05
E17H20002820001,2022,105447.92
E19H18000380001,2020,39184.58
E22C21000660001,2024,904.95
E22C21000660001,2025,124931.09
E22C21000660001,2026,17338.42
E32C21000960001,2026,64217.38
E32C21000970001,2025,159735.91
E41B21006080001,2025,154380.57
E41B21006080001,2026,617522.26
E42C21001530001,2025,369791.54
E42C21001530001,2026,88659.41
E42C21001540001,2025,179462.45
E43H18000110001,2024,37266.5
E53I23000030001,2017,3088.8
E53I23000030001,2018,1610.4
E53I23000030001,2021,14662.23
E57H21000240001,2024,1103648.6
E57H21000240001,2025,68472.15
E57H21000240001,2025,294845.94
E61C19000030001,2019,122.0
E61C19000030001,2020,10453.87
E61C19000030001,2021,79329.27
E61C19000030001,2022,37942.44
E61C19000030001,2023,122.0
E62F17001120001,2018,124690.01
E62F17001120001,2019,1064130.51
E62F17001120001,2020,741476.89
E62F17001120001,2021,2575540.37
E62F17001120001,2022,2144475.84
E62F17001120001,2023,553849.02
E62F17001120001,2024,194515.5
E62F17001120001,2025,7852.3
E62H20000010001,2022,28556.24
E62H20000010001,2023,231746.88
E62H20000010001,2024,265890.45
E62H20000020001,2021,15840.59
E62H20000020001,2022,6080.06
E63D21002210005,2023,66274.31
E63D21002210005,2024,182386.47
E63D21002210005,2025,22004.9
E63G18000020005,2019,42875.63
E63G18000020005,2021,1600.0
E63G18000020005,2022,1000.0
E63G18000020005,2023,35677.05
E63G18000020005,2025,37985.64
E63H19000280001,2021,21349.97
E63H19000280001,2023,44330.74
E63H19000280001,2024,645958.1
E63H19000300001,2021,21780.59
E63H19000300001,2023,651886.95
E63H19000300001,2024,360615.55
E65B20000530001,2021,86193.02
E65B20000530001,2022,58164.8
E65B20000530001,2023,51963.55
E66H19000160001,2021,10411.42
E66H19000160001,2022,63776.99
E66J23000020001,2024,42609.97
E66J23000020001,2025,59459.56
E66J23000030001,2023,6220.8
E66J23000030001,2024,31271.79
E66J23000030001,2025,16129.1
E66J23000040001,2024,19270.36
E66J23000050001,2024,6569.4
E66J23000050001,2025,25813.05
E66J23000070001,2024,637.12
E67H23000090001,2024,13135.85
E67J18000160001,2019,49235.46
E67J18000160001,2020,2000.0
E67J18000160001,2021,1522.0
E67J18000160001,2022,78702.08
E67J18000160001,2023,96587.65
E67J18000160001,2024,542879.75
E67J18000160001,2025,421080.0
E68B20000000001,2020,1120.49
E68B20000000001,2021,2113.13
E68B20000000001,2022,68426.72
E68B20000000001,2023,60118.64
E68B20000000001,2024,91145.95
E68B20000000001,2025,10373.73
E68C18000550001,2019,43938.81
E68C18000550001,2021,3600.0
E68C18000550001,2023,176835.98
E68C18000550001,2024,4100.0
E68E18000050005,2019,41022.94
E68E18000050005,2020,36619.18
E68E18000050005,2021,506.86
E68E18000050005,2022,199200.75
E68E18000050005,2023,1138303.13
E68E18000050005,2024,767214.26
E68E18000050005,2025,336707.21
E68H23000060001,2025,25040.81
E68H23000070001,2024,8365.17
E69D18000220001,2021,9699.4
E69D18000220001,2022,14975.92
E69D18000220001,2023,84529.74
E69D18000220001,2025,192185.38
E69D18000230001,2019,11604.24
E69D18000230001,2021,4325.27
E69D18000230001,2023,18298.41
E69D18000230001,2024,284398.26
E69D18000230001,2025,173510.8
E69J16000720005,2019,42762.62
E69J16000720005,2021,2400.0
E69J16000720005,2024,62957.78
E69J16000720005,2025,234480.6
E73D22000890002,2024,799063.62
E73D22000890002,2026,137518.79
E75D19000060001,2020,2631.91
E75D19000060001,2021,10835.32
E75D19000060001,2022,12525.07
E75D19000060001,2023,126862.84
E75D19000060001,2024,131095.52
E75D19000060001,2025,174588.6
E75D19000060001,2026,78557.35
E75E17000020001,2020,13030.57
E75E17000020001,2024,37266.96
E75E17000020001,2025,224632.1
E75E17000020001,2026,322274.91
E75F21000080002,2024,416608.38
E75F21000080002,2025,385692.25
E75F21000100002,2024,29295.65
E75F21000100002,2024,424269.65
E75F21000100002,2026,3185.74
E77C19000090001,2020,600.0
E77C19000090001,2021,8000.0
E77C19000090001,2022,21487.09
E77C19000090001,2023,3660.0
E77C19000090001,2025,699344.34
E77C19000090001,2026,8486.28
E81B20001240004,2021,55238.25
E81B20001240004,2022,856598.35
E81B20001240004,2023,373734.15
E83H18000390001,2020,26520.59
E83H18000390001,2021,47827.68
E83H18000390001,2022,14372.82
E83H18000390001,2024,366574.46
E83H18000390001,2025,3312319.38
E93B19000000002,2021,6022.68
E93B19000000002,2023,146045.88
E93B19000000002,2024,265792.53
E93B19000000002,2025,295671.09
E93J19000440002,2020,20531.26
E93J19000440002,2022,46629.96
E95D19000060002,2023,89217.28
E95D19000060002,2024,141117.77
E95D19000060002,2025,328041.13
E95F21000420002,2024,18056.0
E95F21000420002,2026,281698.0
E97H22002870001,2023,4014.47
E97H22002870001,2024,624396.0
E98B21000050002,2023,4636.0
E98B21000050002,2025,105215.37
F14J20000040001,2023,1563.35
F14J20000040001,2025,119047.44
F17H19000200001,2019,5934.61
F17H19000200001,2026,81413.65
F17H19002910001,2024,2257.99
F17H19002910001,2025,28598.57
F19J20000620001,2023,38732.05
F19J20000620001,2024,7381.54
F19J20000630001,2022,4925.49
F19J20000630001,2025,89830.82
F21B17000980005,2022,1100.0
F21B17000980005,2023,10198.89
F21B17000980005,2024,46742.36
F21B21002140001,2025,1793.06
F21B21002150001,2024,60539.97
F21B21002150001,2025,9385.45
F21C19000090002,2019,1220.0
F21C19000090002,2020,119700.45
F21D18000030002,2019,174472.71
F21H17000030002,2019,74947.98
F21H17000030002,2020,136175.2
F21H17000030002,2021,347623.92
F21H17000030002,2022,49964.41
F21H17000040002,2019,27398.47
F21H17000040002,2020,391426.93
F21H17000040002,2021,146337.38
F21H17000040002,2022,21669.53
F21H17000040002,2023,23552.26
F21H20000010002,2021,1624.59
F21H20000010002,2022,3200.0
F21H20000010002,2024,17211.32
F21I18000020001,2023,30934.0
F21I18000020001,2024,5774.66
F22C18000200001,2021,5202.68
F22C18000200001,2022,57133.14
F22C18000200001,2023,78881.75
F22C18000200001,2024,119021.79
F22C18000200001,2025,56133.88
F22C18000200001,2026,1152279.07
F22C20000960001,2021,199747.51
F22C21000180001,2024,8873.3
F22C21000180001,2025,5978.0
F22C21000220001,2025,7242.97
F22C21000230001,2025,9641.63
F22C21000240001,2024,2512.69
F22C21000250001,2024,5946.01
F22C21000260001,2024,8308.24
F22C21000260001,2025,7706.98
F22C21000270001,2026,2440.0
F22C21000550001,2024,1182.18
F22C21000550001,2025,324.47
F22E20000080002,2021,1220.0
F22E20000080002,2022,35149.8
F22E20000080002,2023,101586.0
F23B19000220002,2020,51769.0
F23B19000220002,2021,181674.02
F23B19000220002,2022,176597.15
F23B19000220002,2023,276856.54
F23B19000220002,2024,453730.95
F23B20000050002,2020,32997.06
F23B20000050002,2021,14749.8
F23H19000870001,2019,62032.92
F23H19000870001,2020,41505.0
F23H19000870001,2021,24840.82
F23H19000870001,2022,14854.0
F23H19000870001,2023,37041.63
F23H19000870001,2024,140831.81
F23H19000870001,2025,678275.49
F23H19000870001,2026,14771.19
F23H20000350002,2023,51138.07
F23H20000350002,2025,3050.0
F23H20000350002,2026,333298.07
F24B20000350001,2021,526.66
F24B20000350001,2022,59047.36
F24B20000350001,2023,129337.95
F25E24000310001,2022,2635574.82
F25E24000310001,2025,13086.95
F25E24000310001,2026,113914.68
F25F21000900001,2025,1793.06
F27B17000260001,2021,5012.25
F27B17000260001,2022,10247.98
F27B17000350002,2018,246980.09
F27B17000350002,2019,53649.13
F27H21004860001,2025,16402.44
F27H21004910001,2025,21958.84
F27H21004920001,2024,228.86
F27H21004940001,2025,5937.98
F27H21004970001,2023,30259.93
F27H21004970001,2024,182264.96
F27H21004970001,2025,252441.35
F27H21005070001,2024,9239.13
F27H21006380001,2024,9565.62
F27H22001920002,2024,9929.15
F27H22001920002,2025,4292.64
F27I18000650001,2020,41514.34
F27I18000650001,2021,3203.2
F27J18000260002,2019,101777.01
F29H20000200002,2021,1098.0
F29H20000200002,2022,170206.36
F29H20000200002,2023,10565.86
F29H20000200002,2025,6597.66
F33B19000080002,2020,4413.7
F33B19000080002,2021,144918.94
F33B19000080002,2022,78290.93
F33D21002970003,2023,5856.0
F33D21002990002,2024,4514.0
F33J19000010002,2025,26223.06
F34F19000030002,2019,29542.17
F34F19000030002,2020,37329.73
F35C19000000002,2019,14823.0
F35C19000000002,2020,17076.82
F35C19000000002,2021,3885.32
F35C19000000002,2022,20247.19
F35C19000000002,2023,34255.97
F35C19000030002,2019,5379.17
F35C19000030002,2020,11252.99
F35C19000030002,2022,161724.18
F35C19000050004,2019,106.86
F35C19000050004,2021,239741.74
F35C19000050004,2022,184175.0
F35C19000050004,2023,87518.19
F35C19000050004,2024,82144.43
F35D19000000002,2019,14073.63
F35D19000000002,2020,8715.68
F35D19000000002,2021,24152.38
F35D19000000002,2023,12810.0
F37H19001540002,2021,10080.0
F37H19001540002,2022,30217.91
F37H19001540002,2023,29183.62
F37H21000550001,2021,55711.06
F38I21001040002,2021,10565.2
F38I21001040002,2023,26888.9
F39H20000200002,2021,10560.39
F43H19001300001,2021,38580.04
F43H19001300001,2022,85731.28
F43H19001300001,2023,776447.6
F43H19001300001,2024,1370340.09
F43H19001300001,2025,19266.64
F45E17000060001,2023,77954.93
F45E17000060001,2024,124239.9
F45F21000880001,2023,49493.16
F45F21000880001,2024,55059.44
F45I22000070001,2024,129552.0
F47B17000070005,2018,796496.29
F47B17000070005,2018,796496.29
F47B17000070005,2020,16823.7
F47B17000070005,2020,16823.7
F47C19000060001,2020,15745.17
F47C19000060001,2021,2056.0
F47C19000060001,2022,491492.87
F47C19000060001,2023,374644.72
F47C19000060001,2024,207028.62
F47C19000060001,2025,3142.5
F49D23001250002,2024,76507.78
F49D23001250002,2025,10.11
F49E19000000001,2022,18171.57
F49E19000000001,2023,22217.74
F49E19000000001,2024,198765.66
F49E19000000001,2025,334926.65
F49H18000590001,2019,21266.9
F49H18000590001,2020,9767.45
F49H18000590001,2021,18688.35
F49H18000590001,2022,141986.44
F49H18000590001,2023,2689.61
F49H18000590001,2024,47535.84
F49J20000890001,2024,75776.51
F52C20002330001,2021,30577.9
F52C20002330001,2022,61501.87
F52C20002330001,2024,4041.6
F52C20002330001,2025,126064.36
F52C20002340001,2022,31619.97
F52C20002340001,2023,308360.33
F52C20002340001,2024,743566.07
F52C20002340001,2025,429675.5
F52C20002340001,2026,8640.41
F52C21000150001,2022,13347.9
F53D21000650001,2022,6406.02
F53D21000670001,2022,7579.25
F54C19000000001,2021,11558.57
F54C19000000001,2022,43787.13
F54C19000000001,2024,567742.17
F54C19000000001,2025,207433.87
F54C19000000001,2026,135251.33
F56F20000000001,2021,31020.26
F56F20000000001,2022,503500.61
F56F20000000001,2023,1427633.46
F56F20000000001,2024,1592113.58
F56F20000000001,2025,1051449.21
F56F20000000001,2026,7864.74
F56J20001370001,2021,89018.98
F56J20001370001,2022,8672.12
F56J20001520001,2021,0.0
F56J20001520001,2022,32878.22
F56J20001520001,2023,189351.22
F56J20001520001,2024,199686.47
F56J20001530001,2023,12579.07
F56J20001530001,2024,1008.0
F56J20001530001,2025,502446.39
F56J20001540001,2021,-755.99
F56J20001540001,2022,87323.95
F61B21002590001,2025,139256.1
F62I19000010007,2018,11419.2
F62I19000010007,2020,12528.39
F62I19000010007,2021,307183.56
F62I19000010007,2023,1179636.42
F62I19000010007,2024,444513.78
F63B19000280001,2021,6039.45
F63B19000280001,2022,6367.94
F63B19000280001,2023,11111.06
F63B19000280001,2025,56135.35
F63B19000280001,2026,127445.98
F63H19000550001,2021,57049.33
F63H19000550001,2022,556416.55
F63H19000550001,2023,769053.63
F63H19000560001,2021,5902.93
F63H19000560001,2022,27155.69
F63H19000560001,2023,29124.43
F63H19000560001,2024,69158.68
F63H19000560001,2025,1128.5
F63H19000560001,2025,248366.43
F63H19000560001,2025,17600.52
F63H19000560001,2026,74264.27
F63H19000560001,2026,4515.0
F63H19000560001,2026,159932.69
F66I23000000001,2023,24729.25
F66I23000000001,2024,126399.68
F66I23000000001,2025,122792.92
F66J23000000001,2023,24076.6
F66J23000000001,2024,32537.59
F66J23000000001,2025,2610.8
F66J23000000001,2026,264707.03
F67F19000470001,2021,2564.45
F67F19000470001,2022,44083.51
F67F19000470001,2023,23330.86
F67F19000470001,2024,168982.43
F67F19000470001,2025,55052.07
F67F19000470001,2025,25147.66
F67F19000470001,2026,553053.45
F67F19000470001,2026,30000.0
F72E17000020002,2018,12530.77
F73H19001000001,2019,11249.23
F73H19001000001,2022,10242.61
F73H19001000001,2023,248687.57
F73H19001000001,2024,464164.8
F73H19001000001,2025,346046.54
F73H19001000001,2026,105090.7
F74H20001230001,2021,2293.64
F74H20001230001,2022,258278.86
F74H20001230001,2023,443073.33
F74H20001230001,2024,45702.57
F81B21005390001,2021,4748.8
F81B21005390001,2022,131693.43
F81B21005390001,2023,746540.05
F81B21005390001,2024,920531.44
F81B21005390001,2025,1615552.25
F81B21005390001,2026,42437.42
F82E21000020001,2023,10987.07
F82E21000020001,2024,99626.55
F83I19000680001,2019,10249.66
F83I19000680001,2020,4880.0
F83I19000680001,2021,27656.2
F83I19000680001,2022,45103.4
F83I19000680001,2023,28017.32
F83I19000680001,2024,15152.4
F83I19000680001,2025,53224.46
F83I19000680001,2026,18805.04
F85B19000630001,2019,6305.75
F85B19000630001,2020,1000.0
F85B19000630001,2021,172731.61
F85B19000630001,2022,60659.84
F85B19000630001,2024,363811.08
F85B19000630001,2025,82268.25
F85B19001340001,2019,26870.39
F85B19001340001,2020,134649.72
F85B19001340001,2021,13428.64
F85E17000070002,2019,233255.52
F85E17000070002,2020,1011298.89
F85E17000070002,2021,32705.37
F85E17000070002,2022,1454893.66
F85E17000070002,2023,792063.48
F85E17000070002,2024,2524776.37
F89D20000110001,2020,16639.52
F91C18000020001,2024,39329.39
F92C21000310001,2025,70569.13
F92C21000310001,2026,138617.99
F92C21000320001,2025,35359.49
F92C21000320001,2026,126421.72
F92H22000520006,2024,134954.18
F97H20001390001,2022,128678.21
F97H20004130001,2022,124512.54
F97H20004130001,2023,30783.22
F97H20004140002,2024,19032.0
F97H20004140002,2025,1701.8
F97H20004140002,2026,144003.8
F97H20004220001,2021,86786.57
F97H20004220001,2022,30.0
F97H20004220001,2023,5803.98
F97H20004220001,2024,631891.82
F97H20004220001,2025,1243708.37
F97H20004220001,2026,6057.5
F97H21002080002,2023,41030.0
F97H21008120001,2026,35907.21
F97H22001470001,2024,31263.23
F97H22001470001,2025,121476.8
F97H22001490001,2025,94114.36
F97H22001490001,2026,105885.66
F97H22001500001,2024,2557.91
F97H22001500001,2025,66938.5
F97I19000090001,2022,120312.57
F97I19000090001,2023,815.62
F98C20000230001,2026,250.0
F99H18000080001,2024,20581.39
F99H18000090001,2020,31371.03
F99H18000090001,2021,80285.42
F99H18000090001,2023,11210.2
F99H18000090001,2025,70924.93
F99J15000170004,2024,17234.41
G11H19000000001,2019,10510.14
G11H19000000001,2021,6332.0
G11H19000000001,2022,21175.3
G11H19000000001,2023,85139.68
G11H19000000001,2024,137308.08
G11H19000000001,2025,281726.65
G12C20000640001,2025,209086.31
G14C19000010001,2021,2556.86
G14C19000010001,2022,7627.44
G14C19000010001,2024,205120.74
G14C19000010001,2025,63805.59
G15F21000590005,2026,64000.0
G15F21000600005,2024,853.95
G15F21000600005,2026,54538.59
G15F21001280001,2025,4184.55
G15F21001280001,2026,148216.04
G18D18000020001,2021,2542.1
G18D18000020001,2022,54154.38
G18D18000020001,2023,77873.76
G18D18000020001,2025,620818.21
G18D18000020001,2026,684131.14
G19E19001050005,2021,762.19
G25F21003300006,2022,2452.14
G25F21003300006,2023,934793.67
G25F21003300006,2024,559591.12
G25F21003300006,2025,149521.61
G27F19000000002,2022,40278.32
G28D18000020001,2021,2179.62
G28D18000020001,2022,108061.35
G28D18000020001,2023,803724.94
G28D18000020001,2024,1563351.75
G28D18000020001,2025,202299.61
G28D18000030001,2020,24707.99
G28D18000030001,2021,2454.73
G28D18000030001,2022,110862.06
G28D18000030001,2024,1483418.39
G28D18000030001,2025,1886573.52
G28D18000030001,2026,151482.85
G28G18000530001,2023,8390.18
G28G18000530001,2024,36672.41
G28G18000530001,2026,124345.01
G29D23000030001,2024,13938.06
G29H17000090001,2022,3416.0
G33B19000320002,2021,15835.05
G34J18000680001,2023,3855.2
G34J18000680001,2025,351783.04
G39G18000260005,2019,26304.68
G39G18000260005,2020,14023.54
G39G19000020002,2021,141977.86
G39G19000020002,2022,138035.65
G41B20000860001,2024,5093.6
G42B18001440006,2022,14695.4
G42B18001440006,2024,34897.42
G42B18001440006,2025,240002.79
G42C19000130001,2023,20752.2
G42C19000130001,2024,50641.79
G42C20000510001,2025,17710.55
G42C21000170001,2023,62719.93
G42C21000170001,2024,21415.31
G42C21000170001,2025,50639.25
G42C21000170001,2026,3666.63
G42C21000180001,2023,12756.97
G42C21000180001,2024,66366.45
G42C21000190001,2023,35444.73
G42C21000190001,2025,242355.89
G42C21000190001,2026,186312.73
G42E20000080001,2024,41657.21
G42E20000080001,2025,185686.28
G42F22000380005,2025,50160.0
G42J18009430001,2024,223524.37
G42J18009430001,2025,37253.68
G42J18009430001,2026,4914.18
G43B17000420001,2024,37384.63
G43B17000420001,2025,10331.2
G43B17000420001,2026,675305.31
G43D21000860001,2021,279400.0
G43D21000860001,2022,123530.0
G43D21000860001,2023,266308.04
G43D21000860001,2024,58056.04
G43H20000490001,2020,2080.0
G43H20000490001,2022,13945.38
G43H20000490001,2023,36037.53
G43H20000490001,2024,28764.57
G43H20000490001,2025,108666.78
G44C19000070001,2022,37624.23
G44C19000070001,2023,24653.43
G44C19000070001,2024,107365.53
G45C20000040001,2023,7891.81
G45C20000040001,2024,228108.16
G45G22000110005,2022,24234.04
G45G22000110005,2023,73938.48
G45G22000110005,2024,190294.73
G45G22000110005,2025,32760.91
G45G22000110005,2026,447596.64
G47H20003310001,2021,5978.0
G47H20003310001,2023,136225.36
G47H20003310001,2024,448362.7
G47H20003310001,2025,189100.0
G47H20004840001,2025,17549.99
G47H21048400001,2024,294270.79
G47H21048400001,2025,112247.38
G47H21050610001,2022,11070.78
G47H21050610001,2024,624002.32
G47H21050620001,2022,25338.08
G47H21050620001,2024,21361.6
G47H21050620001,2025,173971.37
G47H21050620001,2026,214830.0
G48H23001100001,2024,4763.95
G49B19000080005,2024,53440.73
G49B19000080005,2025,6969.86
G49B20000000001,2022,15462.98
G49B20000000001,2023,20721.54
G49B20000000001,2025,35119.96
G49C19000000001,2023,1220.0
G49C19000000001,2024,155138.02
G49C19000000001,2025,383916.4
G49J21011150006,2023,46734.51
G49J21011150006,2024,727865.22
G49J21011150006,2025,1770663.35
G53F18000030001,2019,1000.0
G53F18000030001,2020,14889.51
G53F18000030001,2021,294590.96
G53F18000030001,2022,328267.72
G53F18000030001,2023,682585.29
G53F18000030001,2024,356478.05
G53F18000030001,2025,9998.14
G53I18000110001,2022,50584.19
G53I18000110001,2023,170017.68
G53I18000110001,2024,35129.27
G53I18000110001,2025,1249949.95
G55F23000030006,2024,6976.37
G55G19000210001,2021,24785.78
G55G19000210001,2022,42491.2
G55G19000210001,2023,79314.52
G56J23000010006,2024,10800.92
G56J23000020006,2023,5612.51
G56J23000020006,2024,19922.87
G59F18000300001,2020,46794.55
G59F18000300001,2021,106413.53
G59F18000300001,2022,7612.8
G59F18000300001,2024,1127.24
G59F18000300001,2025,12673.02
G61H18000020001,2020,11046.98
G61H18000020001,2021,27411.57
G61H18000020001,2022,915.0
G62B18001360002,2022,48238.49
G62B18001360002,2023,8632.83
G62B18001360002,2024,554865.21
G62B18001360002,2025,537944.23
G63B21000030002,2023,99711.2
G63B21000030002,2024,105543.37
G63B21000030002,2025,12800.67
G63I18000100001,2023,61033.17
G63I18000100001,2024,2339.68
G63I18000100001,2025,810679.52
G63I18000100001,2026,376056.51
G66J22000000001,2024,23965.26
G66J22000000001,2025,7451.71
G66J22000000001,2026,105955.8
G66J22000010001,2023,8315.15
G66J22000010001,2024,33260.65
G66J22000010001,2025,191258.38
G66J22000010001,2026,24062.44
G69G17000200001,2021,232018.64
G69G17000200001,2022,85520.55
G71F19000100008,2023,202301.38
G74I20000260001,2021,720.0
G74I20000260001,2023,12556.18
G74I20000260001,2024,72985.99
G74I20000260001,2025,36121.56
G75F18001660001,2025,56439.1
G75F18001660001,2026,1600.49
G78C18000110002,2023,26166.93
G78E18000170003,2022,913.54
G78E18000170003,2023,10177.81
G81J20000140001,2021,11355.45
G81J20000140001,2022,113559.25
G81J20000140001,2023,74499.23
G82J18012940001,2024,64453.36
G82J18012940001,2025,18753.99
G83B18006670002,2019,21410.76
G83B18006670002,2020,20537.6
G88C18000130001,2019,29099.69
G88C18000130001,2020,107918.09
G88C18000130001,2022,1060256.33
G88C18000130001,2023,724956.67
G88C18000130001,2024,1070884.99
G89G19000570002,2020,15301.05
G89G19000570002,2021,63557.38
G91B20000960001,2021,11596.19
G91B20000960001,2022,178798.42
G91B21007580001,2022,71137.63
G91B21007580001,2023,393774.61
G91B21007580001,2024,501583.35
G91B21007580001,2025,237872.49
G92H17000050001,2020,6915.49
G92H17000050001,2021,91520.0
G92H17000050001,2024,21564.49
G93B17000010004,2020,25216.18
G93B17000010004,2023,269290.68
G93B17000010004,2024,78125.1
G93D20001040001,2021,5773.04
G93D20001040001,2022,5802.28
G93D20001040001,2024,7523.67
G93D20001040001,2025,104357.95
G93D20001040001,2026,211970.0
G94H22000050001,2024,17212.55
G94H22000050001,2025,346492.33
G94I19001400001,2021,1002.91
G94I19001400001,2023,400.0
G94I19001400001,2024,169176.65
G95C18000060001,2022,5300.48
G95C18000060001,2024,90358.01
G95C18000060001,2025,22047.79
G95C18000060001,2026,585956.0
G95E17000030001,2023,19032.0
G95E17000030001,2024,129084.75
G95E17000030001,2025,383124.38
G96C22000090001,2024,844239.74
G96D18000230001,2021,6965.0
G96D18000230001,2022,11799.13
G96D18000230001,2023,48122.74
G96D18000230001,2024,127780.63
G96J17000790001,2024,95136.93
G96J17000790001,2025,14981.2
G96J17000790001,2026,84026.98
G97H21030850001,2021,2919.77
G97H21030850001,2022,3127.09
G97H21030850001,2023,502550.71
G97H21030850001,2024,22339.03
G97H24000020001,2025,73000.0
G99D17001080001,2024,195172.4
G99D17001080001,2025,3126.07
G99D17001090001,2023,6978.4
G99D17001090001,2024,15091.4
H13H19000730002,2023,12346.93
H13H19000730002,2024,36816.45
H13H19000730002,2025,24424.4
H13H19000730002,2026,54462.08
H13I18000160005,2024,6344.0
H14E20001370001,2021,2100.0
H14J19000140001,2021,2247.13
H14J19000140001,2022,17690.38
H14J19000140001,2025,121549.48
H16G20000140002,2020,14681.07
H21B21003830005,2023,2150.25
H21B21003830005,2024,1918.97
H21B21003830005,2025,466970.2
H22B20000020002,2020,47580.0
H22B20000030002,2022,13835.24
H24C19000050001,2021,20923.84
H24C19000050001,2022,488.0
H24C19000050001,2024,8646.14
H24C19000050001,2025,428122.81
H24D20000040005,2022,75689.97
H24H20001260005,2021,42608.03
H24H20001260005,2022,68533.44
H26B18001740001,2023,16407.03
H26B18001740001,2024,200.0
H26C18000040005,2018,3112.88
H26C18000040005,2019,243773.2
H26C18000040005,2021,8117.84
H26C18000040005,2022,4116.88
H27C18000220001,2024,6723.13
H27H21000340001,2023,51600.08
H27H21000340001,2024,16104.0
H27H21000340001,2025,108944.33
H27H21000350001,2023,35169.26
H27H21000350001,2024,11165.44
H27H21000350001,2025,71375.21
H27H21004270001,2022,328845.39
H27H21004270001,2023,35380.0
H29E18000100005,2020,153403.67
H29E18000100005,2021,10833.67
H29E18000100005,2022,130179.57
H29E18000100005,2024,53403.54
H29E18000100005,2025,37522.94
H32F23000410001,2024,24515.3
H32J20000150001,2021,54300.0
H32J20000150001,2022,140740.51
H34B18000010001,2022,29052.05
H34B18000010001,2023,18930.63
H34B18000010001,2024,18930.65
H34G18000000001,2024,1776.32
H34G18000000001,2025,13838.44
H34G18000000001,2026,66947.07
H34G18000010001,2022,30.0
H34G18000010001,2023,2050.38
H34G18000010001,2024,3606.32
H35I18000250005,2020,41008.44
H35J19000090002,2022,2055.05
H35J19000090002,2023,17170.93
H35J19000090002,2025,149430.48
H35J19000090002,2026,106456.75
H37B16000950004,2022,507758.76
H37B16000950004,2023,516441.79
H37B16000950004,2024,1103098.41
H37B16000950004,2026,435055.75
H37H20000830005,2021,40818.15
H37H20000830005,2022,104669.76
H38D23000040001,2024,98160.76
H38D23000050001,2024,24356.73
H38E17000070001,2019,53521.86
H38E17000070001,2021,213756.77
H38E17000070001,2022,107786.4
H38E17000070001,2023,262539.06
H38E17000070001,2024,451440.45
H38E17000070001,2025,83953.52
H38E17000070001,2026,4846.82
H39D18000030001,2022,48995.74
H39D18000030001,2023,142591.46
H39D18000030001,2024,52940.36
H41B16000380004,2017,14123.68
H42J20000110006,2022,29244.51
H42J20000110006,2023,34393.35
H43B20000170006,2022,33288.25
H43B20000170006,2023,63725.89
H43B20000180006,2018,8210.81
H43B20000180006,2019,4439.04
H43B20000180006,2022,10760.31
H43B20000190006,2018,11818.18
H43B20000190006,2019,4161.6
H43B20000220006,2021,11055.08
H43B20000220006,2022,67814.99
H43B20000220006,2024,355880.23
H43B20000220006,2025,312554.4
H43D20002190006,2018,16038.99
H43D20002190006,2019,5704.33
H43D20002190006,2020,1860.94
H43D20002190006,2021,296256.37
H43D20002190006,2022,333863.95
H43D20002190006,2024,15512.1
H43D20002200006,2018,10223.26
H43D20002200006,2019,15656.61
H43D20002200006,2021,121260.02
H43D20002200006,2022,129413.17
H43D20002200006,2023,156751.39
H43D20002200006,2024,1315.2
H43D20002200006,2025,31524.41
H43D20002210006,2018,7421.52
H43D20002210006,2019,66036.28
H43D20002210006,2021,199147.67
H43D20002210006,2022,7777.5
H43D20002210006,2023,528965.99
H43D20002210006,2024,737794.23
H43D20002210006,2025,-89222.96
H43I20000030003,2023,56893.0
H43I20000030003,2024,158908.4
H43I20000030003,2025,8902.23
H45B21000040002,2023,33727.63
H46C22000070001,2023,5000.0
H46C22000070001,2024,15993.4
H48F20000030006,2020,7888.84
H48F20000030006,2021,6513.78
H48F20000030006,2022,6210.83
H48F20000030006,2023,18585.14
H48F20000030006,2024,328373.5
H48F20000030006,2025,697672.24
H49D23000010001,2024,7457.64
H49D23000010001,2025,149288.9
H49E20000130001,2024,25616.44
H49E20000130001,2025,131532.28
H49E20000130001,2026,135294.65
H51E20000010005,2020,65719.57
H51E20000010005,2021,180539.18
H51E20000010005,2022,3741.25
H53B20000100006,2022,20478.48
H53B20000100006,2023,37944.18
H53B20000100006,2025,26655.49
H53B20000110006,2022,21202.51
H53B20000120006,2021,10871.41
H53B20000120006,2022,33842.53
H53B20000120006,2023,6522.85
H53B20000120006,2024,29830.58
H53B20000120006,2025,5488.79
