CUP,CIG,CIG_Accordo_Quadro
G69J21006670001,NULL,NULL
G69J21006710001,NULL,NULL
G69J21007040001,NULL,NULL
G69J21007120001,NULL,NULL
G69J21007360001,NULL,NULL
G69J21007780001,NULL,NULL
G69J21015370001,NULL,NULL
G69J21015600001,NULL,NULL
G69J21015730001,NULL,NULL
G69J22000640006,NULL,NULL
G71J22000590007,NULL,NULL
G71J22000600007,NULL,NULL
G71J22000610007,NULL,NULL
G71J22000620007,NULL,NULL
G71J22000630007,NULL,NULL
G71J22000640007,NULL,NULL
G71J24001620007,NULL,NULL
G71J24001630007,NULL,NULL
G71J24001640007,NULL,NULL
G71J24001660007,NULL,NULL
G71J24001670007,NULL,NULL
G71J24001680007,NULL,NULL
G71J24001690007,NULL,NULL
G71J24001740007,NULL,NULL
G71J24001760007,NULL,NULL
G71J24001770007,NULL,NULL
G71J24001780007,NULL,NULL
G71J24001790007,NULL,NULL
G71J24001800007,NULL,NULL
G71J24001810007,NULL,NULL
G71J24001820007,NULL,NULL
G71J24001830007,NULL,NULL
G71J24001840007,NULL,NULL
G71J24001850007,NULL,NULL
G71J24001860007,NULL,NULL
G71J24001870007,NULL,NULL
G71J24001880007,NULL,NULL
G71J24001890007,NULL,NULL
G71J24001900007,NULL,NULL
G71J24001910007,NULL,NULL
G71J24001920007,NULL,NULL
G71J24001930007,NULL,NULL
G71J24001940007,NULL,NULL
G71J24001950007,NULL,NULL
G71J24001960007,NULL,NULL
G71J24001970007,NULL,NULL
G71J24001980007,NULL,NULL
G71J24001990007,NULL,NULL
G71J24002000007,NULL,NULL
G71J24002010007,NULL,NULL
G71J24002020007,NULL,NULL
G71J24002030006,NULL,NULL
G71J24002040007,NULL,NULL
G71J24002050007,NULL,NULL
G71J24002060007,NULL,NULL
G71J24002070007,NULL,NULL
G71J24002080007,NULL,NULL
G71J24002090007,NULL,NULL
G71J24002100007,NULL,NULL
G71J24002110007,NULL,NULL
G71J24002120007,NULL,NULL
G71J24002130007,NULL,NULL
G71J24002140007,NULL,NULL
G71J24002150007,NULL,NULL
G71J24002160007,NULL,NULL
G71J24002170007,NULL,NULL
G71J24002180007,NULL,NULL
G71J24002190007,NULL,NULL
G71J24002200007,NULL,NULL
G71J24002210007,NULL,NULL
G71J24002220007,NULL,NULL
G71J24002230007,NULL,NULL
G71J24002240007,NULL,NULL
G71J24002250007,NULL,NULL
G71J24002260007,NULL,NULL
G71J24002270007,NULL,NULL
G71J24002280007,NULL,NULL
G71J24002300007,NULL,NULL
G71J24002310007,NULL,NULL
G71J24002320007,NULL,NULL
G71J24002330007,NULL,NULL
G71J24002340007,NULL,NULL
G71J24002350007,NULL,NULL
G71J24002360007,NULL,NULL
G71J24002370007,NULL,NULL
G71J24002380007,NULL,NULL
G71J24002390007,NULL,NULL
G71J24002400007,NULL,NULL
G71J24002410007,NULL,NULL
G71J24002420007,NULL,NULL
G71J24002430007,NULL,NULL
G71J24002440007,NULL,NULL
G71J24002450007,NULL,NULL
G71J24002460007,NULL,NULL
G71J24002470007,NULL,NULL
G71J24002480007,NULL,NULL
G71J24002490007,NULL,NULL
G71J24002500007,NULL,NULL
G71J24002510007,NULL,NULL
G71J24002520007,NULL,NULL
G71J24002530007,NULL,NULL
G71J24002540007,NULL,NULL
G71J24002550007,NULL,NULL
G71J24002560007,NULL,NULL
G71J24002570007,NULL,NULL
G71J24002580007,NULL,NULL
G71J24002590007,NULL,NULL
G71J24002600007,NULL,NULL
G71J24002610007,NULL,NULL
G71J24002620007,NULL,NULL
G71J24002630007,NULL,NULL
G71J24002640007,NULL,NULL
G71J24002650007,NULL,NULL
G71J24002660007,NULL,NULL
G71J24002670007,NULL,NULL
G71J24002680007,NULL,NULL
G71J24002690007,NULL,NULL
G71J24002700007,NULL,NULL
G71J24002710007,NULL,NULL
G71J24002720007,NULL,NULL
G71J24002730007,NULL,NULL
G71J24002740007,NULL,NULL
G71J24002750007,NULL,NULL
G71J24002760007,NULL,NULL
G71J24002780007,NULL,NULL
G73D21002760001,NULL,NULL
G74D22002390006,NULL,NULL
G74D22002400006,NULL,NULL
G74D22002410006,NULL,NULL
G74D22002420006,NULL,NULL
G74D22002430006,NULL,NULL
G74D22002440006,NULL,NULL
G74D22002450006,NULL,NULL
G74D22002860006,NULL,NULL
G74D22002880006,NULL,NULL
G74D22002900006,NULL,NULL
G74D22002930006,NULL,NULL
G74D22002940006,NULL,NULL
G74D22002970006,NULL,NULL
G74D22002980006,NULL,NULL
G74D22003000006,NULL,NULL
G74D22003010006,NULL,NULL
G74D22003030006,NULL,NULL
G74D22003040006,NULL,NULL
G74D22003050006,NULL,NULL
G74D22003060006,NULL,NULL
G74D22003070006,NULL,NULL
G74D22003080006,NULL,NULL
G74D22003110006,NULL,NULL
G74D22003140006,NULL,NULL
G74D22003150006,NULL,NULL
G74D22003170006,NULL,NULL
G74D22003180006,NULL,NULL
G74D22003190006,NULL,NULL
G74D22003270006,NULL,NULL
G74D22003280006,NULL,NULL
G74D22003300006,NULL,NULL
G74D22003320006,NULL,NULL
G74D22003390006,NULL,NULL
G74D22003420006,NULL,NULL
G74D22003430006,NULL,NULL
G74D22003440006,NULL,NULL
G74D22003470006,NULL,NULL
G74D22003520006,NULL,NULL
G74D22003550006,NULL,NULL
G74D22003560006,NULL,NULL
G74D22003620006,NULL,NULL
G74D22003640006,NULL,NULL
G74D22003650006,NULL,NULL
G74D22003680006,NULL,NULL
G74D22003700006,NULL,NULL
G74D22003720006,NULL,NULL
G74D22003750006,NULL,NULL
G74D22006380006,NULL,NULL
G74D23000680006,9995067E34,NULL
G74D23000680006,NULL,NULL
G74H22000140001,NULL,NULL
G74J23000160006,NULL,NULL
G75F21001600006,A04BEAD2A8,9533492679
G77B22000440006,NULL,NULL
G77B22000510004,NULL,NULL
G77B22000560004,NULL,NULL
G77B22000580004,NULL,NULL
G77B22000630004,NULL,NULL
G77B22000820004,NULL,NULL
G77B22000830004,NULL,NULL
G79J20001110001,NULL,NULL
G79J21005910001,NULL,NULL
G79J21006090001,NULL,NULL
G79J21006100001,NULL,NULL
G79J21006140001,NULL,NULL
G79J21006220001,NULL,NULL
G79J21006260001,NULL,NULL
G79J21006300001,NULL,NULL
G79J21006330001,NULL,NULL
G79J21006360001,NULL,NULL
G79J21006370001,NULL,NULL
G79J21013810001,NULL,NULL
G79J21013850001,NULL,NULL
G79J21014080001,NULL,NULL
G81J22000830007,NULL,NULL
G81J22000840007,NULL,NULL
G81J24000540007,NULL,NULL
G81J24000550007,NULL,NULL
G81J24000560007,NULL,NULL
G81J24000570007,NULL,NULL
G81J24000580007,NULL,NULL
G81J24000590007,NULL,NULL
G81J24000600007,NULL,NULL
G81J24000610007,NULL,NULL
G81J24000620007,NULL,NULL
G81J24000630007,NULL,NULL
G81J24000660007,NULL,NULL
G81J24000670007,NULL,NULL
G81J24000680007,NULL,NULL
G81J24000730007,NULL,NULL
G81J24000740007,NULL,NULL
G81J24000750007,NULL,NULL
G81J24000760007,NULL,NULL
G81J24000770007,NULL,NULL
G81J24000780007,NULL,NULL
G81J24000790007,NULL,NULL
G81J24000800007,NULL,NULL
G81J24000810007,NULL,NULL
G81J24000820007,NULL,NULL
G81J24000840007,NULL,NULL
G81J24000850007,NULL,NULL
G81J24000860007,NULL,NULL
G81J24000870007,NULL,NULL
G81J24000880007,NULL,NULL
G81J24000890007,NULL,NULL
G81J24000900007,NULL,NULL
G81J24000910007,NULL,NULL
G81J24000920007,NULL,NULL
G81J24000930007,NULL,NULL
G81J24000940007,NULL,NULL
G81J24000950007,NULL,NULL
G81J24000960007,NULL,NULL
G83D21002380001,NULL,NULL
G84D22003510006,NULL,NULL
G84D22003520006,NULL,NULL
G84D22003530006,NULL,NULL
G84D22003540006,NULL,NULL
G84D22003550006,NULL,NULL
G84D22003560006,NULL,NULL
G84D22003570006,NULL,NULL
G84D22003630006,NULL,NULL
G84D22003640006,NULL,NULL
G84D22003830006,NULL,NULL
G84D22003860006,NULL,NULL
G84D22003880006,NULL,NULL
G84D22003900006,NULL,NULL
G84D22003930006,NULL,NULL
G84D22003940006,NULL,NULL
G84D22003980006,NULL,NULL
G84D22004020006,NULL,NULL
G84D22004050006,NULL,NULL
G84D22004060006,NULL,NULL
G84D22004080006,NULL,NULL
G84D22004100006,NULL,NULL
G84D22004110006,NULL,NULL
G84D22004120006,NULL,NULL
G84D22004140006,NULL,NULL
G84D22004150006,NULL,NULL
G84D22004180006,NULL,NULL
G84D22004210006,NULL,NULL
G84D22004230006,NULL,NULL
G84D22004240006,NULL,NULL
G84D22004270006,NULL,NULL
G84D22004300006,NULL,NULL
G84D22004310006,NULL,NULL
G84D22004350006,NULL,NULL
G84D22004420006,NULL,NULL
G84D22004440006,NULL,NULL
G84D22004450006,NULL,NULL
G84D22004460006,NULL,NULL
G84D22004490006,NULL,NULL
G84D22004500006,NULL,NULL
G84D22004520006,NULL,NULL
G84D22004530006,NULL,NULL
G84D22004540006,NULL,NULL
G84D22004550006,NULL,NULL
G84D22004560006,NULL,NULL
G84D22004580006,NULL,NULL
G84D22004600006,NULL,NULL
G84D22004610006,NULL,NULL
G84D22004620006,NULL,NULL
G84D22004650006,NULL,NULL
G84D22004710006,NULL,NULL
G84D22004740006,NULL,NULL
G84D22004840006,NULL,NULL
G84D22004870006,NULL,NULL
G84D22004930006,NULL,NULL
G84D22005860006,NULL,NULL
G84D22007600007,NULL,NULL
G84D22007610007,NULL,NULL
G84D22007620007,NULL,NULL
G84D22007630007,NULL,NULL
G84D22007640007,NULL,NULL
G84D22007650007,NULL,NULL
G84D22007660007,NULL,NULL
G84D22007690007,NULL,NULL
G84D22007700007,NULL,NULL
G84D22007710007,NULL,NULL
G84D22007720007,NULL,NULL
G84D22007730007,NULL,NULL
G84D22007740007,NULL,NULL
G84D22007750007,NULL,NULL
G84D22007760007,NULL,NULL
G84D22007770007,NULL,NULL
G84D22007780007,NULL,NULL
G84D22007790007,NULL,NULL
G84D22007800007,NULL,NULL
G84D22007810007,NULL,NULL
G84D22007820007,NULL,NULL
G84D22007830007,NULL,NULL
G84D22007840007,NULL,NULL
G84D22007850007,NULL,NULL
G84D22007860008,NULL,NULL
G84D22007870007,NULL,NULL
G84D22007880007,NULL,NULL
G84D22007890007,NULL,NULL
G84D22007900007,NULL,NULL
G84D22007910007,NULL,NULL
G84D22008110007,NULL,NULL
G84D22008120007,NULL,NULL
G84D22008130007,NULL,NULL
G84D22008150007,NULL,NULL
G84D22008160007,NULL,NULL
G84D22008170007,NULL,NULL
G84D22008200007,NULL,NULL
G84H22000140006,NULL,NULL
G84H22000210001,NULL,NULL
G84J23000130006,9740612F4B,NULL
G85E22001500006,NULL,NULL
G85E24000410008,NULL,NULL
G87B22000340004,NULL,NULL
G87B22000350004,NULL,NULL
G87B22000470006,NULL,NULL
G87B22000540004,NULL,NULL
G87B22000700004,NULL,NULL
G87B22000780004,NULL,NULL
G87B22000810004,NULL,NULL
G87B22000860004,NULL,NULL
G87B22000880004,NULL,NULL
G87B22000890004,NULL,NULL
G87B22000980004,NULL,NULL
G87B22001010004,NULL,NULL
G87B22001060004,NULL,NULL
G87H20003660002,8573191505,NULL
G89E23000070002,NULL,NULL
G89I23000610006,NULL,NULL
G89J21005290001,NULL,NULL
G89J21005740001,NULL,NULL
G89J21006440001,NULL,NULL
G89J21006880001,NULL,NULL
G89J21011540001,NULL,NULL
G89J21012340001,NULL,NULL
G89J21013080001,NULL,NULL
G89J21013210001,NULL,NULL
G89J21013510001,NULL,NULL
G89J21013940001,NULL,NULL
G89J21016140001,NULL,NULL
G89J21016160001,NULL,NULL
G89J21016200001,NULL,NULL
G89J21016210001,NULL,NULL
G89J22001630001,9479887A39,9245033A92
G91B20000520002,NULL,NULL
G91J22000730007,NULL,NULL
G91J22000740007,NULL,NULL
G91J22000750007,NULL,NULL
G91J22000760007,NULL,NULL
G91J22000770007,NULL,NULL
G91J22000780007,NULL,NULL
G91J22000790007,NULL,NULL
G91J22000800007,NULL,NULL
G91J22000810007,NULL,NULL
G91J22000820007,NULL,NULL
G91J22000830007,NULL,NULL
G91J22000840007,NULL,NULL
G91J22000850007,NULL,NULL
G91J22000860007,NULL,NULL
G91J24000800007,NULL,NULL
G91J24000810007,NULL,NULL
G91J24000820007,NULL,NULL
G91J24000830007,NULL,NULL
G91J24000840007,NULL,NULL
G91J24000850007,NULL,NULL
G91J24000860007,NULL,NULL
G91J24000870007,NULL,NULL
G91J24000880007,NULL,NULL
G91J24000890007,NULL,NULL
G91J24000900007,NULL,NULL
G91J24000980007,NULL,NULL
G91J24000990007,NULL,NULL
G91J24001000007,NULL,NULL
G91J24001010007,NULL,NULL
G91J24001020007,NULL,NULL
G91J24001030007,NULL,NULL
G91J24001040007,NULL,NULL
G91J24001050007,NULL,NULL
G91J24001060007,NULL,NULL
G91J24001070007,NULL,NULL
G91J24001080007,NULL,NULL
G91J24001090007,NULL,NULL
G91J24001100007,NULL,NULL
G91J24001110007,NULL,NULL
G91J24001120007,NULL,NULL
G91J24001130007,NULL,NULL
G91J24001140007,NULL,NULL
G91J24001150007,NULL,NULL
G91J24001160007,NULL,NULL
G91J24001170007,NULL,NULL
G91J24001180007,NULL,NULL
G91J24001190007,NULL,NULL
G91J24001200007,NULL,NULL
G91J24001210007,NULL,NULL
G91J24001220007,NULL,NULL
G91J24001230007,NULL,NULL
G91J24001240007,NULL,NULL
G91J24001250007,NULL,NULL
G91J24001260007,NULL,NULL
G91J24001270007,NULL,NULL
G91J24001280007,NULL,NULL
G91J24001290007,NULL,NULL
G91J24001300007,NULL,NULL
G91J24001310007,NULL,NULL
G91J24001320007,NULL,NULL
G91J24001330007,NULL,NULL
G91J24001340007,NULL,NULL
G91J24001350007,NULL,NULL
G91J24001360007,NULL,NULL
G91J24001370007,NULL,NULL
G91J24001380007,NULL,NULL
G91J24001390007,NULL,NULL
G91J24001400007,NULL,NULL
G91J24001410007,NULL,NULL
G91J24001420007,NULL,NULL
G91J24001430007,NULL,NULL
G91J24001440007,NULL,NULL
G91J24001450007,NULL,NULL
G91J24001460007,NULL,NULL
G91J24001470007,NULL,NULL
G91J24001480007,NULL,NULL
G91J24001490007,NULL,NULL
G91J24001500007,NULL,NULL
G91J24001510007,NULL,NULL
G91J24001520007,NULL,NULL
G91J24001530007,NULL,NULL
G91J24001540007,NULL,NULL
G91J24001550007,NULL,NULL
G91J24001560007,NULL,NULL
G91J24001570007,NULL,NULL
G91J24001580007,NULL,NULL
G91J24001590007,NULL,NULL
G92C21000820006,A0101E74B9,9747374B7A
G93C22001930007,NULL,NULL
G94D22002230006,NULL,NULL
G94D22002240006,NULL,NULL
G94D22002250006,NULL,NULL
G94D22002260006,NULL,NULL
G94D22002270006,NULL,NULL
G94D22002280006,NULL,NULL
G94D22002300006,NULL,NULL
G94D22002400006,NULL,NULL
G94D22002420006,NULL,NULL
G94D22002430006,NULL,NULL
G94D22002440006,NULL,NULL
G94D22002450006,NULL,NULL
G94D22002460006,NULL,NULL
G94D22002470006,NULL,NULL
G94D22002490006,NULL,NULL
G94D22002500006,NULL,NULL
G94D22002510006,NULL,NULL
G94D22002580006,NULL,NULL
G94D22002600006,NULL,NULL
G94D22002610006,NULL,NULL
G94D22002700006,NULL,NULL
G94D22002710006,NULL,NULL
G94D22002770006,NULL,NULL
G94D22002820006,NULL,NULL
G94D22002880006,NULL,NULL
G94D22002930006,NULL,NULL
G94D22002980006,NULL,NULL
G94D22002990006,NULL,NULL
G94D22003130006,NULL,NULL
G94D22004870007,NULL,NULL
G94D22004880005,NULL,NULL
G94D22004890007,NULL,NULL
G94D22004920007,NULL,NULL
G94D22004930007,NULL,NULL
G94H22000270006,NULL,NULL
G94H22000280006,NULL,NULL
G97B22000340004,NULL,NULL
G97B22000380004,NULL,NULL
G97B22000390004,NULL,NULL
G97B22000450004,NULL,NULL
G97B22000820004,NULL,NULL
G97B22000880004,NULL,NULL
G97H20002060001,NULL,NULL
G97H21035060006,A0100B79D9,9747374B7A
G99I22000040006,9481439AF9,80772147D9
G99J21004650001,NULL,NULL
G99J21004710001,NULL,NULL
G99J21004820001,NULL,NULL
G99J21004900001,NULL,NULL
G99J21005010001,NULL,NULL
G99J21005070001,NULL,NULL
G99J21010050001,NULL,NULL
G99J21011230001,NULL,NULL
G99J21011450001,948220531B,NULL
G99J21011660001,NULL,NULL
H11B21007650006,NULL,NULL
H11J23001010006,NULL,NULL
H11J23001020006,NULL,NULL
H11J23001030006,NULL,NULL
H11J24000010006,NULL,NULL
H11J24000020006,NULL,NULL
H11J24000280006,NULL,NULL
H12F23000110001,A0459B82B0,NULL
H14D22002070006,NULL,NULL
H14D22002080006,NULL,NULL
H14D22002090006,NULL,NULL
H14D22002100006,NULL,NULL
H14D22002150006,NULL,NULL
H14D22002190006,NULL,NULL
H14D22002210006,NULL,NULL
H14D22002230006,NULL,NULL
H14D22002240006,NULL,NULL
H14D22002280006,NULL,NULL
H14D22002290006,NULL,NULL
H14D22002300006,NULL,NULL
H14D22002310006,NULL,NULL
H14D22002340006,NULL,NULL
H14D22002350006,NULL,NULL
H14D22002400006,NULL,NULL
H14D22002450006,NULL,NULL
H14D22002480006,NULL,NULL
H14D22002490006,NULL,NULL
H14D22002500006,NULL,NULL
H14D22002510006,NULL,NULL
H14D22002520006,NULL,NULL
H14D22002550006,NULL,NULL
H14D22002560006,NULL,NULL
H14D22002590006,NULL,NULL
H14D22002600006,NULL,NULL
H14D22002620006,NULL,NULL
H14D22002630006,NULL,NULL
H14D22002640006,NULL,NULL
H14D22002650006,NULL,NULL
H14D22002740006,NULL,NULL
H14D22002750006,NULL,NULL
H14D22002760006,NULL,NULL
H14D22002770006,NULL,NULL
H14D22002780006,NULL,NULL
H14D22002790006,NULL,NULL
H14D22002830006,NULL,NULL
H14D22002900006,NULL,NULL
H14D22002910006,NULL,NULL
H14D22002940006,NULL,NULL
H14D22002950006,NULL,NULL
H14D22003560006,999660643D,NULL
H14H23000090006,NULL,NULL
H15C22000010009,NULL,NULL
H17H19002780001,NULL,NULL
H18E21000020004,NULL,NULL
H19B22000000006,NULL,NULL
H19E22000050006,NULL,NULL
H19J21004660001,NULL,NULL
H19J21004890001,NULL,NULL
H19J21011040001,NULL,NULL
H19J21012330001,NULL,NULL
H21E22000280001,A0359D0479,NULL
H24D22001580006,NULL,NULL
H24D22001610006,NULL,NULL
H24D22001630006,NULL,NULL
H24D22001640006,NULL,NULL
H24D22001650006,NULL,NULL
H24D22001660006,NULL,NULL
H24D22001670006,NULL,NULL
H24D22001810006,NULL,NULL
H24D22001830006,NULL,NULL
H24D22001850006,NULL,NULL
H24D22001890006,NULL,NULL
H24D22001910006,NULL,NULL
H24D22001920006,NULL,NULL
H24D22001940006,NULL,NULL
H24D22001950006,NULL,NULL
H24D22001970006,NULL,NULL
H24D22002010006,NULL,NULL
H24D22002030006,NULL,NULL
H24D22002050006,NULL,NULL
H24D22002090006,NULL,NULL
H24D22002140006,NULL,NULL
H24D22002180006,NULL,NULL
H24D22002220006,NULL,NULL
H24D22002240006,NULL,NULL
H24D22002250006,NULL,NULL
H24D22002270006,NULL,NULL
H24D22002280006,NULL,NULL
H24D22002290006,NULL,NULL
H24D22002320006,NULL,NULL
H24D22002330006,NULL,NULL
H24D23000320001,9983177A45,NULL
H24E24000050009,A053F83443,90017341E5
H24H22000130006,947891581B,NULL
H24J23000220006,97493233DA,NULL
H27H19002530001,NULL,NULL
H27H19002540001,NULL,NULL
H27H19002550001,NULL,NULL
H29I22000180001,NULL,NULL
H29I23000380006,NULL,NULL
H29J21004150001,NULL,NULL
H29J21004210001,NULL,NULL
H29J21004220001,NULL,NULL
H29J21004330001,NULL,NULL
H29J21004400001,NULL,NULL
H29J21004420001,NULL,NULL
H29J21004440001,NULL,NULL
H29J21005260001,NULL,NULL
H29J22000650006,NULL,NULL
H29J22002580006,NULL,NULL
H29J22002600006,NULL,NULL
H29J22002630006,NULL,NULL
H29J22002640006,NULL,NULL
H33D21004440001,NULL,NULL
H34D20000020005,NULL,NULL
H34D22002420006,NULL,NULL
H34D22002450006,NULL,NULL
H34D22002470006,NULL,NULL
H34D22002480006,NULL,NULL
H34D22002490006,NULL,NULL
H34D22002500006,NULL,NULL
H34D22002510006,NULL,NULL
H34D22002550006,NULL,NULL
H34D22002590006,NULL,NULL
H34D22002640006,NULL,NULL
H34D22002660006,NULL,NULL
H34D22002670006,NULL,NULL
H34D22002680006,NULL,NULL
H34D22002720006,NULL,NULL
H34D22002730006,NULL,NULL
H34D22002740006,NULL,NULL
H34D22002780006,NULL,NULL
H34D22002800006,NULL,NULL
H34D22002810006,NULL,NULL
H34D22002840006,NULL,NULL
H34D22002860006,NULL,NULL
H34D22002880006,NULL,NULL
H34D22002900006,NULL,NULL
H34D22002910006,NULL,NULL
H34D22002940006,NULL,NULL
H34D22002960006,NULL,NULL
H34D22002990006,NULL,NULL
H34D22003000006,NULL,NULL
H34D22003020006,NULL,NULL
H34D22003050006,NULL,NULL
H34D22003070006,NULL,NULL
H34D22003100006,NULL,NULL
H34D22003120006,NULL,NULL
H34D22003160006,NULL,NULL
H34D22003170006,NULL,NULL
H34D22003190006,NULL,NULL
H34D22003290006,NULL,NULL
H34D22003300006,NULL,NULL
H34D22003310006,NULL,NULL
H34D22003320006,NULL,NULL
H34D22003390006,NULL,NULL
H34D22003430006,NULL,NULL
H34D22003460006,NULL,NULL
H34D22003470006,NULL,NULL
H34D22003480006,NULL,NULL
H34D22003490006,NULL,NULL
H34D22003540006,NULL,NULL
H34D22003550006,NULL,NULL
H34D22003590006,NULL,NULL
H34E24000020009,A053F83443,90017341E5
H34E24000020009,A054202395,90017341E5
H34H22000280006,NULL,NULL
H35H24000040006,NULL,NULL
H37H20005640002,NULL,NULL
H39B22000130005,NULL,NULL
H39I22000830001,NULL,NULL
H39J21004230001,NULL,NULL
H39J21004360001,NULL,NULL
H39J21004400001,NULL,NULL
H39J21004500001,NULL,NULL
H39J21004570001,NULL,NULL
H39J21004600001,NULL,NULL
H39J21004650001,NULL,NULL
H39J21004660001,NULL,NULL
H39J21005100001,NULL,NULL
H39J21011910001,NULL,NULL
H44D22001900006,NULL,NULL
H44D22001910006,NULL,NULL
H44D22001920006,NULL,NULL
H44D22001950006,NULL,NULL
H44D22001960006,NULL,NULL
H44D22001970006,NULL,NULL
H44D22001980006,NULL,NULL
H44D22001990006,NULL,NULL
H44D22002020006,NULL,NULL
H44D22002030006,NULL,NULL
H44D22002060006,NULL,NULL
H44D22002080006,NULL,NULL
H44D22002090006,NULL,NULL
H44D22002150006,NULL,NULL
H44D22002180006,NULL,NULL
H44D22002200006,NULL,NULL
H44D22002220006,NULL,NULL
H44D22002250006,NULL,NULL
H44D22002260006,NULL,NULL
H44D22002270006,NULL,NULL
H44D22002320006,NULL,NULL
H44D22002330006,NULL,NULL
H44D22002340006,NULL,NULL
H44D22002370006,NULL,NULL
H44D22002390006,NULL,NULL
H44D22002420006,NULL,NULL
H44D22002460006,NULL,NULL
H44D22002490006,NULL,NULL
H44D22002500006,NULL,NULL
H44D22002510006,NULL,NULL
H44D22002520006,NULL,NULL
H44D22002540006,NULL,NULL
H44D22002550006,NULL,NULL
H44D22002560006,NULL,NULL
H44D22002580006,NULL,NULL
H44D22002610006,NULL,NULL
H44D22002620006,NULL,NULL
H44D22002640006,NULL,NULL
H44D22002660006,NULL,NULL
H44D22002670006,NULL,NULL
H44D22002690006,NULL,NULL
H44D22002710006,NULL,NULL
H44D22004010006,9980387BE3,NULL
H44D23000470006,9979258836,NULL
H45F23000080006,NULL,NULL
H47H19002670001,NULL,NULL
H49J21004750001,NULL,NULL
H49J21004910001,NULL,NULL
H49J21004950001,NULL,NULL
H49J21004960001,NULL,NULL
H49J21009120001,NULL,NULL
H49J21010780001,NULL,NULL
H49J21011470001,A0117D4CB5,NULL
H49J21011470001,A011118E04,NULL
H49J21011470001,A00EC7630F,NULL
H49J21011470001,A0110DCC81,NULL
H49J22001100006,NULL,NULL
H54D22001920006,NULL,NULL
H54D22001940006,NULL,NULL
H54D22001960006,NULL,NULL
H54D22001970006,NULL,NULL
H54D22002000006,NULL,NULL
H54D22002020006,NULL,NULL
H54D22002030006,NULL,NULL
H54D22002040006,NULL,NULL
H54D22002070006,NULL,NULL
H54D22002110006,NULL,NULL
H54D22002120006,NULL,NULL
H54D22002130006,NULL,NULL
H54D22002180006,NULL,NULL
H54D22002190006,NULL,NULL
H54D22002220006,NULL,NULL
H54D22002230006,NULL,NULL
H54D22002250006,NULL,NULL
H54D22002260006,NULL,NULL
H54D22002290006,NULL,NULL
H54D22002300006,NULL,NULL
H54D22002310006,NULL,NULL
H54D22002340006,NULL,NULL
H54D22002380006,NULL,NULL
H54D22002390006,NULL,NULL
H54D22002400006,NULL,NULL
H54D22002420006,NULL,NULL
H54D22002450006,NULL,NULL
H54D22002460006,NULL,NULL
H54D22002490006,NULL,NULL
H54D22002520006,NULL,NULL
H54D22002540006,NULL,NULL
H54D22002570006,NULL,NULL
H54D22002580006,NULL,NULL
H54D22002630006,NULL,NULL
H54D22002650006,NULL,NULL
H54D22002670006,NULL,NULL
H54D22002690006,NULL,NULL
H54D22002730006,NULL,NULL
H54E24000000001,NULL,NULL
H54H20001090006,NULL,NULL
H54H20001100006,NULL,NULL
H54H20001110006,NULL,NULL
H54H20001120006,NULL,NULL
H54H21000070006,NULL,NULL
H54H22000190005,NULL,NULL
H54H22000220006,A03ECA9333,NULL
H54H22000240005,A020ABF30E,NULL
H54H22001220006,NULL,NULL
H54J23000270006,97474645C1,NULL
H54J23000300006,975089551B,NULL
H55B23000070006,NULL,NULL
H59J21003730001,NULL,NULL
H59J21003770001,NULL,NULL
H59J21003780001,NULL,NULL
H59J21003860001,NULL,NULL
H59J21009460001,NULL,NULL
H59J21009530001,NULL,NULL
H59J21009560001,NULL,NULL
H59J21009580001,9477717B7B,NULL
H59J21009840001,NULL,NULL
H61J22000210007,NULL,NULL
H62C20000650002,NULL,NULL
H62C20000670002,NULL,NULL
H62C20000680002,NULL,NULL
H62C22000240001,NULL,NULL
H63D21002270001,NULL,NULL
H63D21002280001,NULL,NULL
H63E22001710006,NULL,NULL
H64D22001880006,NULL,NULL
H64D22001900006,NULL,NULL
H64D22001920006,NULL,NULL
H64D22001940006,NULL,NULL
H64D22001950006,NULL,NULL
H64D22001960006,NULL,NULL
H64D22001970006,NULL,NULL
H64D22002000006,NULL,NULL
H64D22002010006,NULL,NULL
H64D22002050006,NULL,NULL
H64D22002100006,NULL,NULL
H64D22002110006,NULL,NULL
H64D22002140006,NULL,NULL
H64D22002150006,NULL,NULL
H64D22002190006,NULL,NULL
H64D22002200006,NULL,NULL
H64D22002230006,NULL,NULL
H64D22002240006,NULL,NULL
H64D22002250006,NULL,NULL
H64D22002300006,NULL,NULL
H64D22002310006,NULL,NULL
H64D22002320006,NULL,NULL
H64D22002330006,NULL,NULL
H64D22002350006,NULL,NULL
H64D22002360006,NULL,NULL
H64D22002400006,NULL,NULL
H64D22002430006,NULL,NULL
H64D22002440006,NULL,NULL
H64D22002470006,NULL,NULL
H64D22002570006,NULL,NULL
