"tipo_id","tipo_label","n","titolo","data_pubblicazione","download_titolo","download_url"
"OC","ordinanze commissariali","204","“Nuove disposizioni in materia di ricostruzione degli edifici di culto. Modifiche e integrazioni all’Ordinanza n. 105 del 17 settembre 2020”","12/09/2024","Ordinanza n. 204 del 14 settembre 2024 registrata in data 7 ottobre 2024 al numero 2596","https://sisma2016.gov.it/wp-content/uploads/2024/09/Ordinanza-n.-204-del-12.09.2024-mod.-Ord-105_signed.pdf"
"OC","ordinanze commissariali","205","Modifiche e integrazioni al Testo Unico della Ricostruzione Privata di cui all’Ordinanza n. 130 del 15 dicembre 2022","23/10/2024","Ordinanza n. 205 del 3 ottobre 2024 registrata in data 22 ottobre 2024 al numero 2708","https://sisma2016.gov.it/wp-content/uploads/2024/10/Ordinanza-n.-205-del-3.10.2024-Modifica-TURP_signed.pdf"
"OC","ordinanze commissariali","206","“Modifiche all’Allegato 1 dell’Ordinanza n. 109 del 23 dicembre 2020”","03/10/2024","Ordinanza n. 206 del 03 ottobre 2024 registrata in data 22 ottobre 2024 al numero 2709","https://sisma2016.gov.it/wp-content/uploads/2024/10/Ordinanza-n.-206-del-3.10.2024-Modifica-109_signed.pdf"
"OC","ordinanze commissariali","207","“Modifiche dell’Allegato B all’Ordinanza n. 137 del 29 marzo 2023”","03/10/2024","Ordinanza n. 207 del 03 ottobre 2024 registrata in data 14 ottobre 2024 al numero 2651","https://sisma2016.gov.it/wp-content/uploads/2024/10/Ordinanza-n.-207-del-3.10.2024-Mod.-137_signed.pdf"
"OC","ordinanze commissariali","208","Modifiche e integrazioni al Testo Unico della Ricostruzione Privata di cui all’Ordinanza n. 130 del 15 dicembre 2022, nonché all’ordinanza n. 9 del 16 dicembre 2016","22/11/2024","Ordinanza n. 208 del 31 ottobre 2024 registrata in data 22 novembre 2024 al numero 2927","https://sisma2016.gov.it/wp-content/uploads/2024/11/Ordinanza-n.-208-del-31.10.2024-modifica-TURP_signed.pdf"
"OC","ordinanze commissariali","209","Nuove disposizioni in ordine alla continuità delle attività scolastiche. Modifiche e integrazioni all’Ordinanza n. 95 del 20 marzo 2020","31/10/2024","Ordinanza n. 209 del 31 ottobre 2024 registrata in data 25 novembre 2024 al numero 2936","https://sisma2016.gov.it/wp-content/uploads/2024/10/Ordinanza-n.-209-del-31.10.2024-Mod-ord-95_signed.pdf"
"OC","ordinanze commissariali","210","Modifiche all’Allegato 1 dell’Ordinanza n. 109 del 23 dicembre 2020","31/10/2024","Ordinanza n. 210 del 31 ottobre 2024 registrata in data 21 novembre 2024 al numero 2923","https://sisma2016.gov.it/wp-content/uploads/2024/10/Ordinanza-n.-210-del-31.10.2024-Mod.-Ord.-109_signed.pdf"
"OC","ordinanze commissariali","211","Modifiche degli Allegati alle Ordinanze n. 129 del 13 dicembre 2022 e n. 137 del 29 marzo 2023","6/11/2024","Ordinanza n. 211 del 6 novembre 2024 registrata in data 25 novembre 2024 al numero 2932","https://sisma2016.gov.it/wp-content/uploads/2024/11/Ordinanza-n.-211-del-6.11.2024-Mod-129-137_signed.pdf"
"OC","ordinanze commissariali","212","Disposizioni e proroga termini in materia programmi di opere pubbliche e altre disposizioni in materia di ricostruzione. Modifiche e integrazioni alle Ordinanze n. 137 del 29 marzo 2023, n. 109 del 23 dicembre 2020, n. 129 del 30 dicembre 2022, n. 51 del 28 marzo 2018 e n. 131 del 30 dicembre 2022","6/11/2024","Ordinanza n. 212 del 6 novembre 2024 registrata in data 21 novembre 2024 al numero 2921","https://sisma2016.gov.it/wp-content/uploads/2024/11/Ordinanza-n.-212-del-6.11.2024-Pror.-Term.-137_signed.pdf"
"OC","ordinanze commissariali","213","Disposizioni e proroga termini in materia di ricostruzione privata Modifiche e integrazioni alle Ordinanze n. 9 del 14 dicembre 2016, n. 130 del 15 dicembre 2022, n. 131 del 30 dicembre 2022, n. 157 del 28 novembre 2023 e n. 169 del 9 febbraio 2024","23/12/2024","Ordinanza n. 213 del 23 dicembre 2024 registrata in data 24 gennaio 2025 al numero 260","https://sisma2016.gov.it/wp-content/uploads/2024/12/Ordinanza-n.-213-del-23.12.2024-Proroga-termini_signed.pdf"
"OC","ordinanze commissariali","214","Proroga del regime transitorio del sistema di qualificazione delle stazioni appaltanti di cui all’Ordinanza n. 145 del 28 giugno 2023 e disposizioni in materia di Building Information Modeling – BIM","23/12/2024","Ordinanza n. 214 del 23 dicembre 2024 registrata in data 24 gennaio 2025 al numero 256","https://sisma2016.gov.it/wp-content/uploads/2024/12/Ordinanza-n.-214-del-23.12.2024-Proroga-qual.-staz.-appalt.-BIM_signed.pdf"
"OC","ordinanze commissariali","215","Contributo per i beni mobili registrati gravemente danneggiati o distrutti a seguito degli eventi sismici verificatisi a far data dal 24 agosto 2016","28/01/2025","Ordinanza n. 215 del 27 dicembre 2024 registrata in data 28 gennaio 2025 al numero 260","https://sisma2016.gov.it/wp-content/uploads/2025/01/Ordinanza-n.-215-del-27.12.2024-Beni-mobili_signed.pdf"
"OC","ordinanze commissariali","216","Disciplina delle misure in favore del controllo, della sicurezza e dell’innovazione nei cantieri, ai sensi dell’art. 35 del decreto legge 17 ottobre 2016, n. 189, nei territori delle regioni Abruzzo, Lazio, Marche e Umbria colpiti dagli eventi sismici a far data dal 24 agosto 2016","23/01/2025","Ordinanza n. 216 del 27 dicembre 2024 registrata in data 20 gennaio 2025 al numero 173","https://sisma2016.gov.it/wp-content/uploads/2025/01/Ordinanza-n.-216-del-27.12.2024-Badge-di-cantiere_signed.pdf"
"OC","ordinanze commissariali","217","Modifiche degli Allegati alle Ordinanze n. 129 del 13 dicembre 2022 e n. 137 del 29 marzo 2023","27/12/2024","Ordinanza n. 217 del 27 dicembre 2024 registrata in data 23 gennaio 2025 al numero 209","https://sisma2016.gov.it/wp-content/uploads/2024/12/Ordinanza-n.-217-del-27.12.2024-Mod.-129-137_signed.pdf"
"OC","ordinanze commissariali","218","Modifiche all’Allegato 1 dell’Ordinanza n. 109 del 23 dicembre 2020","27/12/2024","Ordinanza n. 218 del 27 dicembre 2024 registrata in data 24 gennaio 2025 al numero 254","https://sisma2016.gov.it/wp-content/uploads/2024/12/Ordinanza-n.-218-del-27.12.2024-Mod.-109_signed.pdf"
"OC","ordinanze commissariali","219","Modifiche all’Allegato 2 dell’Ordinanza n. 104 del 29 giugno 2020","27/12/2024","Ordinanza n. 219 del 27 dicembre 2024 registrata in data 23 gennaio 2025 al numero 208","https://sisma2016.gov.it/wp-content/uploads/2024/12/Ordinanza-n.-219-del-27.12.2024-Mod.-104_signed.pdf"
"OC","ordinanze commissariali","220","Approvazione degli schemi di convenzione con l’Agenzia nazionale per l’attrazione degli investimenti e lo sviluppo d’impresa S.p.A. - INVITALIA e con Fintecna S.p.A. per l’individuazione del personale da adibire alle attività di supporto tecnico-ingegneristico e di tipo amministrativo – contabile finalizzate a fronteggiare le esigenze delle popolazioni colpite dagli eventi sismici del 24 agosto 2016 nei territori delle Regioni Abruzzo, Lazio, Marche ed Umbria. Anno 2025","31/01/2025","Ordinanza n. 220 del 30 gennaio 2025 registrata in data 3 marzo 2025 al numero 586","https://sisma2016.gov.it/wp-content/uploads/2025/01/Ordinanza-n.-220-del-30.01.2025-Conv.-Sisma2016_signed.pdf"
"OC","ordinanze commissariali","221","Convenzione per le attività di implementazione evolutiva e manutenzione correttiva della piattaforma informatica del Commissario straordinario del Governo per la riparazione, la ricostruzione, l’assistenza alla popolazione e la ripresa economica dei territori delle regioni Abruzzo, Lazio, Marche e Umbria interessati dagli eventi sismici verificatisi a far data dal 24 agosto 2016","31/01/2025","Ordinanza n. 221 del 30 gennaio 2025 registrata in data 17 febbraio 2025 al numero 421","https://sisma2016.gov.it/wp-content/uploads/2025/01/Ordinanza-n.-221-del-30.01.2025-Convenzione-Piattaforma_signed.pdf"
"OC","ordinanze commissariali","222","Aggiornamento e adeguamento dei costi parametrici. Modifiche e integrazioni al Testo Unico della Ricostruzione Privata di cui all’Ordinanza n. 130 del 15 dicembre 2022.","24/02/2025","Ordinanza n. 222 del 31 gennaio 2025 registrata in data 24 febbraio 2025 al numero 455","https://sisma2016.gov.it/wp-content/uploads/2025/02/Ordinanza-n.-222-del-31.01.2025-Mod.-costi-param.-TURP_signed.pdf"
"OC","ordinanze commissariali","223","Nuova disciplina delle modalità e dei criteri di ripartizione delle risorse finanziarie destinate agli incentivi tecnici di cui all’articolo 45 del decreto legislativo 31 marzo 2023, n. 36 (come modificato dall’articolo 16 del decreto legislativo 31 dicembre 2024, n. 209, e di costituzione di un fondo a cui destinare esclusivamente le risorse di cui all’articolo 45, comma 5, del d.lgs. n. 36 del 2023. Abrogazione dell’Ordinanza n. 178 del 18 aprile 2024.","31/01/2025","Ordinanza n. 223 del 31 gennaio 2025 registrata in data 27 febbraio 2025 al numero 548","https://sisma2016.gov.it/wp-content/uploads/2025/01/Ordinanza-n.-223-del-31.01.2025-Inc.-postcorrettivo_signed.pdf"
"OC","ordinanze commissariali","224","Disposizioni modificative del Testo Unico della Ricostruzione Privata di cui all’Ordinanza n. 130 del 15 dicembre 2022","24/02/2025","Ordinanza n. 224 del 31 gennaio 2025 registrata in data 20 febbraio 2025 al numero 448","https://sisma2016.gov.it/wp-content/uploads/2025/02/Ordinanza-n.-224-del-31.01.2025-Modifica-TURP_signed.pdf"
"OC","ordinanze commissariali","225","Modifiche degli Allegati all’Ordinanza n. 137 del 29 marzo 2023","31/01/2025","Ordinanza n. 225 del 31 gennaio 2025 registrata in data 20 febbraio 2025 al numero 447","https://sisma2016.gov.it/wp-content/uploads/2025/01/Ordinanza-n.-225-del-31.01.2025-Mod-137_signed.pdf"
"OC","ordinanze commissariali","226","Modifiche all’Allegato 1 dell’Ordinanza n. 109 del 23 dicembre 2020","03/02/2025","Ordinanza n. 226 del 03 febbraio 2025 registrata in data 26 febbraio 2025 al numero 538","https://sisma2016.gov.it/wp-content/uploads/2025/02/Ordinanza-n.-226-del-3.02.2025-Incrementi-prezzi-mod.-109_signed.pdf"
"OC","ordinanze commissariali","227","Disposizioni in materia di ricostruzione pubblica e contratti pubblici a seguito dell’entrata in vigore del decreto legislativo 31 dicembre 2024, n. 209","10/04/2025","Ordinanza n. 227 del 09 aprile 2025 registrata in data 12 maggio 2025 al numero 1283","https://sisma2016.gov.it/wp-content/uploads/2025/04/Ordinanza-n.-227-del-9.04.2025-Deroghe-appalti-post-correttivo_signed.pdf"
"OC","ordinanze commissariali","228","Disposizioni modificative del Testo Unico della Ricostruzione Privata di cui all’Ordinanza n. 130 del 15 dicembre 2022 e dell’art. 10 dell’Ordinanza n. 222 del 31 gennaio 2025","10/04/2025","Ordinanza n. 228 del 09 aprile 2025 registrata in data 12 maggio 2025 al numero 1282","https://sisma2016.gov.it/wp-content/uploads/2025/04/Ordinanza-n.-228-del-9.04.2025-Mod.-TURP_signed.pdf"
"OC","ordinanze commissariali","229","Disposizioni modificative dell’ordinanza n. 197 del 24 luglio 2024 Modifiche alla disciplina del contributo per il disagio abitativo finalizzato alla ricostruzione","10/04/2025","Ordinanza n. 229 del 09 aprile 2025 registrata in data 12 maggio 2025 al numero 1301","https://sisma2016.gov.it/wp-content/uploads/2025/04/Ordinanza-n.-229-del-9.04.2025-Mod.-197_signed.pdf"
"OC","ordinanze commissariali","230","Modifiche all’Allegato 1 dell’Ordinanza n. 109 del 23 dicembre 2020","10/04/2025","Ordinanza n. 230 del 10 aprile 2025 registrata in data 7 maggio 2025 al numero 1210","https://sisma2016.gov.it/wp-content/uploads/2025/04/Ordinanza-n.-230-del-10.04.2025-Mod.-109_signed.pdf"
"OC","ordinanze commissariali","231","Modifiche degli Allegati alle Ordinanze n. 129 del 13 dicembre 2022 e n. 137 del 29 marzo 2023","10/04/2025","Ordinanza n. 231 del 10 aprile 2025 registrata in data 9 maggio 2025 al numero 1241","https://sisma2016.gov.it/wp-content/uploads/2025/04/Ordinanza-n.-231-del-10.04.2025-Mod-129-137_signed.pdf"
"OC","ordinanze commissariali","232","Costituzione del Fondo per il finanziamento della quota pubblica nell’ambito di edifici o aggregati a maggioranza privata di cui all’articolo 12 del Testo Unico della Ricostruzione Privata (Ordinanza n. 130 del 15 dicembre 2022).","07/05/2025","Ordinanza n. 232 del 11 aprile 2025 registrata in data 7 maggio 2025 al numero 1209","https://sisma2016.gov.it/wp-content/uploads/2025/05/Ordinanza-n.-232-del-11.04.2025-Fondo_signed.pdf"
"OC","ordinanze commissariali","233","“Modalità esecutive relative agli interventi di ricostruzione riguardanti edifici di culto. Modifiche e incrementi all’Ordinanza n. 128 del 13 ottobre 2022”","11/04/2025","Ordinanza n. 233 del 11 aprile 2025 registrata in data 9 maggio 2025 al numero 1240","https://sisma2016.gov.it/wp-content/uploads/2025/04/Ordinanza-n.-233-del-11.04.2025-Mod.-128_signed.pdf"
"OC","ordinanze commissariali","234","Disposizioni in materia di qualificazione delle stazioni appaltanti per la fase di esecuzione dei contratti pubblici, Uffici Speciali per la Ricostruzione e di Building Information Modeling – BIM","2/07/2025","Ordinanza n. 234 del 2 luglio 2025 registrata in data 22 luglio 2025 al numero 1915","https://sisma2016.gov.it/wp-content/uploads/2025/07/Ordinanza-n.-234-del-2.07.2025-Qualificazione-stazioni-app._signed.pdf"
"OC","ordinanze commissariali","235","Proroga termini in materia di ricostruzione privata. Modifiche alle Ordinanze n. 9 del 14 dicembre 2016, n. 130 del 15 dicembre 2022 (TURP), n. 157 del 28 novembre 2023 e n. 169 del 9 febbraio 2024.","2/07/2025","Ordinanza n. 235 del 2 luglio 2025 registrata in data 28 luglio 2025 al numero 2014","https://sisma2016.gov.it/wp-content/uploads/2025/07/Ordinanza-n.-235-del-2.07.2025-Proroga-termini-ric.-priv._signed.pdf"
"OC","ordinanze commissariali","236","Modifiche all’Allegato 1 dell’Ordinanza n. 109 del 23 dicembre 2020","3/07/2025","Ordinanza n. 236 del 3 luglio 2025 registrata in data 24 luglio 2025 al numero 1971","https://sisma2016.gov.it/wp-content/uploads/2025/07/Ordinanza-n.-236-del-3.07.2025-Mod.-109_signed.pdf"
"OC","ordinanze commissariali","237","Modifiche degli Allegati alle Ordinanze n. 129 del 13 dicembre 2022 e n. 137 del 29 marzo 2023","3/07/2025","Ordinanza n. 237 del 3 luglio 2025 registrata in data 4 agosto 2025 al numero 2139","https://sisma2016.gov.it/wp-content/uploads/2025/07/Ordinanza-n.-237-del-3.07.2025-Mod-129-137_signed.pdf"
"OC","ordinanze commissariali","238","Modifiche e Integrazioni all’Ordinanza n. 128 del 13 ottobre 2022","8/08/2025","Ordinanza n. 238 del 3 luglio 2025 registrata in data 8 agosto 2025 al numero 2200","https://sisma2016.gov.it/wp-content/uploads/2025/08/Ordinanza-n.-238-del-3.07.2025-Mod.-128_signed.pdf"
"OC","ordinanze commissariali","239","Disposizioni modificative del Testo Unico della Ricostruzione Privata di cui all’Ordinanza n. 130 del 15 dicembre 2022, dell’art. 3 dell’Ordinanza n. 33 dell’11 luglio 2017, dell’art. 3 dell’Ordinanza n. 215 del 27 dicembre 2024 e dell’art. 1 comma 3 dell’Ordinanza n. 142 del 30 maggio 2023","4/08/2025","Ordinanza n. 239 del 4 luglio 2025 registrata in data 4 agosto 2025 al numero 2138","https://sisma2016.gov.it/wp-content/uploads/2025/08/Ordinanza-n.-239-del-4.07.2025-Modifica-TURP_signed.pdf"
"OC","ordinanze commissariali","240","Modifiche all’Ordinanza n. 128 del 13 ottobre 2022","6/08/2025","Ordinanza n. 240 del 6 agosto 2025 registrata in data 29 settembre 2025 al numero 2551","https://sisma2016.gov.it/wp-content/uploads/2025/08/Ordinanza-n.-240-del-6.08.2025-Mod.-128_signed.pdf"
"OC","ordinanze commissariali","241","Modifiche e integrazioni all’Ordinanza n. 223 del 31 gennaio 2025","6/08/2025","Ordinanza n. 241 del 6 agosto 2025 registrata in data 15 settembre 2025 al numero 2428","https://sisma2016.gov.it/wp-content/uploads/2025/08/Ordinanza-n.-241-del-6.08.2025-Mod.-223_signed.pdf"
"OC","ordinanze commissariali","242","Modifiche e integrazioni all’Ordinanza n. 232 dell’11 aprile 2025","6/08/2025","Ordinanza n. 242 del 6 agosto 2025 registrata in data 15 settembre 2025 al numero 2430","https://sisma2016.gov.it/wp-content/uploads/2025/08/Ordinanza-n.-242-del-6.08.2025-Incr.-fondo_signed.pdf"
"OC","ordinanze commissariali","243","Correzione errore materiale Ordinanza n. 233 dell’11 aprile 2025","6/08/2025","Ordinanza n. 243 del 6 agosto 2025 registrata in data 15 settembre 2025 al numero 2444","https://sisma2016.gov.it/wp-content/uploads/2025/08/Ordinanza-n.-243-del-6.08.2025-Rett.-ord-233_signed.pdf"
"OC","ordinanze commissariali","244","Disposizioni modificative del Testo Unico della Ricostruzione Privata di cui all’Ordinanza n. 130 del 15 dicembre 2022, dell’art. 9 bis dell’Ordinanza n. 51 del 28 marzo 2018, dell’art. 1 dell’Ordinanza n. 140 del 30 maggio 2023, dell’art. 10 dell’Ordinanza n. 222 del 31 gennaio 2025","6/08/2025","Ordinanza n. 244 del 6 agosto 2025 registrata in data 13 ottobre 2025 al numero 2674","https://sisma2016.gov.it/wp-content/uploads/2025/08/Ordinanza-n.-244-del-6.08.2025-Mod.-TURP_signed.pdf"
"OC","ordinanze commissariali","245","Modifiche degli Allegati alle Ordinanze n. 129 del 13 dicembre 2022 e n. 137 del 29 marzo 2023","6/08/2025","Ordinanza n. 245 del 6 agosto 2025 registrata in data 22 settembre 2025 al numero 2495","https://sisma2016.gov.it/wp-content/uploads/2025/08/Ordinanza-n.-245-del-6.08.2025-Mod-129-137_signed.pdf"
"OC","ordinanze commissariali","246","Modifiche e integrazioni all’Ordinanza n. 109 del 23 dicembre 2020","6/08/2025","Ordinanza n. 246 del 6 agosto 2025 registrata in data 29 settembre 2025 al numero 2552","https://sisma2016.gov.it/wp-content/uploads/2025/08/Ordinanza-n.-246-del-6.08.2025-Mod.-109_signed.pdf"
"OC","ordinanze commissariali","247","Disposizioni modificative dell’articolo 30 del Testo Unico della Ricostruzione Privata di cui all’Ordinanza n. 130 del 15 dicembre 2022","13/08/2025","Ordinanza n. 247 del 13 agosto 2025 registrata in data 29 settembre 2025 al numero 2553","https://sisma2016.gov.it/wp-content/uploads/2025/08/Ordinanza-n.-247-del-13.08.2025-Mod.-TURP-art.30-co.9-bis_signed.pdf"
"OC","ordinanze commissariali","248","Modifiche all’Allegato 1 dell’Ordinanza n. 109 del 23 dicembre 2020","22/12/2025","Ordinanza n. 248 del 22 dicembre 2025 registrata in data 27 gennaio 2026 al numero 302","https://sisma2016.gov.it/wp-content/uploads/2025/12/Ordinanza-n.-248-del-22.12.2025-Incrementi-109_signed.pdf"
"OC","ordinanze commissariali","249","Modifiche degli Allegati alle Ordinanze n. 129 del 13 dicembre 2022 e n. 137 del 29 marzo 2023","22/12/2025","Ordinanza n. 249 del 22 dicembre 2025 registrata in data 27 gennaio 2026 al numero 301","https://sisma2016.gov.it/wp-content/uploads/2025/12/Ordinanza-n.-249-del-22.12.2025-Modifica-129-137_signed.pdf"
"OC","ordinanze commissariali","250","Approvazione del Nuovo Piano di ricostruzione di altre opere pubbliche localizzate nei territori della Regione Abruzzo e della Regione Lazio","22/12/2025","Ordinanza n. 250 del 22 dicembre 2025 registrata in data 22 gennaio 2026 al numero 249","https://sisma2016.gov.it/wp-content/uploads/2025/12/Ordinanza-n.-250-del-22.12.2025-Nuovo-piano-OO.PP-Abruzzo-Lazio_signed.pdf"
"OC","ordinanze commissariali","251","Modifiche e integrazioni alle Ordinanze n. 128 del 13 ottobre 2022 e n. 105 del 17 settembre 2020","22/12/2025","Ordinanza n. 251 del 22 dicembre 2025 registrata in data 22 gennaio 2026 al numero 246","https://sisma2016.gov.it/wp-content/uploads/2025/12/Ordinanza-n.-251-del-22.12.2025-Chiese-mod.-128-105_signed.pdf"
"OC","ordinanze commissariali","252","Disposizioni modificative del Testo Unico della Ricostruzione Privata di cui all’Ordinanza n. 130 del 15 dicembre 2022","22/12/2025","Ordinanza n. 252 del 22 dicembre 2025 registrata in data 26 gennaio 2026 al numero 263","https://sisma2016.gov.it/wp-content/uploads/2025/12/Ordinanza-n.-252-del-22.12.2025-Mod.-TURP_signed.pdf"
"OC","ordinanze commissariali","253","Modifiche e integrazioni all’Ordinanza n. 232 dell’11 aprile 2025","22/12/2025","Ordinanza n. 253 del 22 dicembre 2025 registrata in data 15 febbraio 2026 al numero 466","https://sisma2016.gov.it/wp-content/uploads/2025/12/Ordinanza-n.-253-del-22.12.2025-Increm.-fondo-art.-12-TURP-ord.-232_signed.pdf"
"OC","ordinanze commissariali","254","Disposizioni in materia di qualificazione delle stazioni appaltanti per la fase di esecuzione dei contratti pubblici, Uffici Speciali per la Ricostruzione e di Building Information Modeling – BIM","22/12/2025","Ordinanza n. 254 del 22 dicembre 2025 registrata in data 22 gennaio 2026 al numero 256","https://sisma2016.gov.it/wp-content/uploads/2025/12/Ordinanza-n.-254-del-22.12.2025-Qual.-staz.-appalt.-e-BIM_signed.pdf"
"OC","ordinanze commissariali","255","Correzione di errori materiali nelle Ordinanze n. 240 del 6 agosto 2025 e n. 246 del 6 agosto 2025","22/12/2025","Ordinanza n. 255 del 22 dicembre 2025 registrata in data 22 gennaio 2026 al numero 257","https://sisma2016.gov.it/wp-content/uploads/2025/12/Ordinanza-n.-255-del-22.12.2025-Correzioni-CdC-240-e-246_signed.pdf"
"OC","ordinanze commissariali","256","Proroga termini in materia di ricostruzione privata. Modifiche e integrazioni alle Ordinanze n. 9 del 14 dicembre 2016, n. 130 del 15 dicembre 2022, n. 131 del 30 dicembre 2022, n. 157 del 28 novembre 2023 e n. 169 del 9 febbraio 2024","22/12/2025","Ordinanza n. 256 del 22 dicembre 2025 registrata in data 26 gennaio 2026 al numero 262","https://sisma2016.gov.it/wp-content/uploads/2025/12/Ordinanza-n.-256-del-22.12.2025-Proroga-termini-ric.-priv_signed.pdf"
"OC","ordinanze commissariali","257","Misure attuative dell’articolo 1, comma 194, della legge 30 dicembre 2020, n. 178, per la promozione della ricerca, del trasferimento tecnologico e della formazione universitaria (Approvazione dello Schema di Convenzione Rieti Città Universitaria)","22/12/2025","Ordinanza n. 257 del 22 dicembre 2025 registrata in data 27 gennaio 2026 al numero 300","https://sisma2016.gov.it/wp-content/uploads/2025/12/Ordinanza-n.-257-del-22.12.2024-Approv.-Convenzione-Univers_signed.pdf"
"OC","ordinanze commissariali","258","Disposizioni modificative dell’articolo 10 dell’Ordinanza n. 222 del 31 gennaio 2025, come modificato con l’Ordinanza n. 244 del 6 agosto 2025","9/03/2026","Ordinanza n. 258 del 9 marzo 2026 dichiarata immediatamente efficace","https://sisma2016.gov.it/wp-content/uploads/2026/03/Ordinanza-n.-258-del-9.03.2026-Modifica-ord.-222_signed.pdf"
"OC","ordinanze commissariali","259","Modifiche all’Allegato 1 dell’Ordinanza n. 109 del 23 dicembre 2020","9/03/2026","Ordinanza n. 259 del 9 marzo 2026 dichiarata immediatamente efficace","https://sisma2016.gov.it/wp-content/uploads/2026/03/Ordinanza-n.-259-del-9.03.2026-Modifica-ord.-109_signed.pdf"
"OC","ordinanze commissariali","260","Modifiche e integrazioni alle Ordinanze n. 137 del 29 marzo 2023 e n. 129 del 13 dicembre 2022","9/03/2026","Ordinanza n. 260 del 9 marzo 2026 dichiarata immediatamente efficace","https://sisma2016.gov.it/wp-content/uploads/2026/03/Ordinanza-n.-260-del-9.03.2026-Mod.-137-129_signed.pdf"
"OC","ordinanze commissariali","261","Modifiche all’Allegato 2 dell’Ordinanza n. 250 del 22 dicembre 2025","9/03/2026","Ordinanza n. 261 del 9 marzo 2026 dichiarata immediatamente efficace","https://sisma2016.gov.it/wp-content/uploads/2026/03/Ordinanza-n.-261-del-9.03.2026-Mod.-250_signed.pdf"
"OC","ordinanze commissariali","262","Approvazione dello schema di convenzione con l’Agenzia nazionale per l’attrazione degli investimenti e lo sviluppo d’impresa S.p.A. - INVITALIA per l’individuazione del personale da adibire alle attività di supporto tecnico-ingegneristico e di tipo amministrativo-contabile finalizzate a fronteggiare le esigenze delle popolazioni colpite dagli eventi sismici del 24 agosto 2016 nei territori delle Regioni Abruzzo, Lazio, Marche ed Umbria. Anno 2026","9/03/2026","Ordinanza n. 262 del 9 marzo 2026 dichiarata immediatamente efficace","https://sisma2016.gov.it/wp-content/uploads/2026/03/Ordinanza-n.-262-del-9.03.2026-Conv.-Sisma2016-INVITALIA_signed.pdf"
"OC","ordinanze commissariali","263","Approvazione del Nuovo Piano di ricostruzione di altre opere pubbliche localizzate nei territori della Regione Umbria","9/03/2026","Ordinanza n. 263 del 9 marzo 2026 dichiarata immediatamente efficace","https://sisma2016.gov.it/wp-content/uploads/2026/03/Ordinanza-n.-263-del-9.03.2026-OOPP-Umbria_signed.pdf"
"OC","ordinanze commissariali","264","Modifiche e integrazioni all’Ordinanza n. 132 del 30 dicembre 2022","9/03/2026","Ordinanza n. 264 del 9 marzo 2026 dichiarata immediatamente efficace","https://sisma2016.gov.it/wp-content/uploads/2026/03/Ordinanza-n.-264-del-9.03.2026-Mod.-132_signed.pdf"
"OC","ordinanze commissariali","265","Approvazione dello schema di convenzione per lo sviluppo delle piattaforme informatiche del Commissario straordinario del Governo per la riparazione, la ricostruzione, l’assistenza alla popolazione e la ripresa economica dei territori delle regioni Abruzzo, Lazio, Marche e Umbria interessati dagli eventi sismici verificatisi a far data dal 24 agosto 2016","10/03/2026","Ordinanza n. 265 del 10 marzo 2026 dichiarata immediatamente efficace","https://sisma2016.gov.it/wp-content/uploads/2026/03/Ordinanza-n.-265-del-10.03.2026-Convenzione-informatica-FINTECNA_signed.pdf"
"OC","ordinanze commissariali","266","Approvazione dello schema di convenzione con Fintecna S.p.A. per l’individuazione del personale da adibire alle attività di supporto tecnico-ingegneristico e di tipo amministrativo-contabile finalizzate a fronteggiare le esigenze delle popolazioni colpite dagli eventi sismici del 24 agosto 2016 nei territori delle Regioni Abruzzo, Lazio, Marche ed Umbria. Anno 2026","10/03/2026","Ordinanza n. 266 del 10 marzo 2026 dichiarata immediatamente efficace","https://sisma2016.gov.it/wp-content/uploads/2026/03/Ordinanza-n.-266-del-10.03.2026-Conv.-Sisma2016-FINTECNA_signed.pdf"
"OS","ordinanze speciali","1","Interventi di ricostruzione della Università di Camerino","09/04/2021","Ordinanza Speciale n. 1 del 09 aprile 2021, registrata in data 27 aprile 2021 al numero 980, come modificata con ordinanza speciale n.29 del 2021 (art.5, comma 1) - TESTO NON COORDINATO","https://sisma2016.gov.it/wp-content/uploads/2021/04/Ordinanza-Speciale-1-UniCam_signed.pdf"
"OS","ordinanze speciali","2","Interventi di ricostruzione del Centro Storico del Comune di Amatrice","06/05/2021","Ordinanza Speciale n. 2 del 06 maggio 2021, registrata in data 03 giugno al numero 1439, come modificata con ordinanza speciale n. 21 del 2021 (art. 4 comma 1), con ordinanza speciale n.29 del 2021 (art.4, comma 1) e con ordinanza n.117 del 2021 (art. 8, comma 6) - TESTO NON COORDINATO","https://sisma2016.gov.it/wp-content/uploads/2021/06/Ord.-Spec.-n.-2.pdf"
"OS","ordinanze speciali","3","Interventi di ricostruzione delle scuole del Comune di Ascoli Piceno","06/05/2021","Ordinanza Speciale n. 3 del 06 maggio 2021, registrata in data 03 giugno al numero 1437, come modificata con ordinanza speciale n. 36 del 2022 (art. 10, comma 1)- TESTO NON COORDINATO","https://sisma2016.gov.it/wp-content/uploads/2021/06/Ord.-Spec.-n.-3.pdf"
"OS","ordinanze speciali","4","Interventi in Comune di Camerino","06/05/2021","Ordinanza Speciale n. 4 del 06 maggio 2021, registrata in data 22 giugno al numero 1619","https://sisma2016.gov.it/wp-content/uploads/2021/06/Ordinanza-Speciale-n.-4-del-6-maggio-2021.pdf"
