cup,cig,url_cig
C62B23001000001,B295C25EA2,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B295C25EA2
C62B23001000001,B68BE99CC6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B68BE99CC6
C62B23001000001,B5ED7CB350,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B5ED7CB350
C62C18000200002,Z1225C06A8,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z1225C06A8
C62C18000200002,Z5825BFC1C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z5825BFC1C
C62C21001270001,B17546336C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B17546336C
C62C21001270001,Z923A934C2,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z923A934C2
C62C21001270001,Z2A3A9342E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z2A3A9342E
C62C21001270001,9944669877,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9944669877
C62C21001270001,B2E4EE8C09,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B2E4EE8C09
C62C21001270001,ZF53A934F8,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZF53A934F8
C62C21001280001,B4D826CDAD,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B4D826CDAD
C62C21001370001,9236292D44,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236292D44
C62C21001370001,9236347AA8,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236347AA8
C62C21001370001,9236327A27,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236327A27
C62C21001370001,9236356218,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236356218
C62C21001430001,9236347AA8,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236347AA8
C62C21001430001,9236292D44,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236292D44
C62C21001430001,9236356218,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236356218
C62C21001430001,9236327A27,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236327A27
C62D21000020005,Z3F3C806C5,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z3F3C806C5
C62D21000020005,B63128E941,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B63128E941
C62D21000020005,B211F79D14,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B211F79D14
C62D21000020005,Z1B3910270,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z1B3910270
C62D21000030005,A02A86290C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A02A86290C
C62D21000030005,Z7D3910166,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z7D3910166
C62E22000060001,B8E57324E9,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B8E57324E9
C62E22000060001,B6B5FFAD60,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B6B5FFAD60
C62E22000070001,B8E57DAF89,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B8E57DAF89
C62E22000070001,B6D44C7F5C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B6D44C7F5C
C62F18000370001,8486528872,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8486528872
C62F18000370001,B69DFF4568,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B69DFF4568
C62F18000370001,9815400451,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9815400451
C62F18000370001,8603193B72,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8603193B72
C62F18000370001,851015413F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=851015413F
C62F18000370001,B1D0B21B3B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1D0B21B3B
C62F18000380001,9448138221,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9448138221
C62F18000380001,97325144A0,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=97325144A0
C62F18000380001,9662653182,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9662653182
C62F18000380001,ZCB39AF612,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZCB39AF612
C62F18000380001,850166109A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=850166109A
C62F18000380001,8487301659,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8487301659
C62F18000380001,A04D573DB6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A04D573DB6
C62F23000400001,B2F2E2EC4F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B2F2E2EC4F
C62F23000400001,B2F2A00952,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B2F2A00952
C62F23000400001,B8D6AFB6A9,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B8D6AFB6A9
C62F23000420001,A03CC25E01,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A03CC25E01
C62F23000450001,B1C00D6ABE,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1C00D6ABE
C62F23000450001,B1D1C8EC90,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1D1C8EC90
C62F23000460001,B40F67CA90,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B40F67CA90
C62F23000460001,Z653E042A2,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z653E042A2
C62H18000910001,8643950D2F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8643950D2F
C62H18000920001,Z4D368E8AE,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z4D368E8AE
C62H18000920001,8639821DD3,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8639821DD3
C62H18000920001,Z403822568,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z403822568
C62H18000920001,8677395CDF,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8677395CDF
C62H18000930001,8639839CAE,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8639839CAE
C62H18000930001,8677400103,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8677400103
C62H18000940001,8689534E4A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8689534E4A
C62H18000940001,9654645119,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9654645119
C62H18000950001,B1C5545802,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1C5545802
C62H18000950001,92739501A5,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=92739501A5
C62H18000960001,8643851B7D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8643851B7D
C62H18000960001,871359808C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=871359808C
C62H18000970001,8660760D3C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8660760D3C
C62H18000970001,Z26318D64B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z26318D64B
C62H18000970001,8647805A6F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8647805A6F
C62H18000980001,Z26318D841,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z26318D841
C62H18000980001,866078303B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=866078303B
C62H18000980001,Z0A3448BB3,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z0A3448BB3
C62H18000980001,8641355FB8,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8641355FB8
C62H20000020001,Z47313EB71,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z47313EB71
C62H20000020001,8921615D97,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8921615D97
C62H20000030001,892168033E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=892168033E
C62H20000030001,ZBA313EC0B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZBA313EC0B
C62H22000540005,B601767350,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B601767350
C62I17000150001,Z472C74C2F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z472C74C2F
C62I17000150001,8502574208,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8502574208
C62I17000150001,Z223021440,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z223021440
C62I17000150001,B11A6B454D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B11A6B454D
C62I17000150001,914571204D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=914571204D
C62I17000150001,Z8B3592713,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z8B3592713
C62I17000150001,ZE83581CF1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZE83581CF1
C62I17000150001,Z9F35657E6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z9F35657E6
C62I17000150001,92181333FF,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=92181333FF
C62I17000150001,B9973F89B8,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B9973F89B8
C62I17000150001,9130216C95,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9130216C95
C62I17000150001,8467514D97,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8467514D97
C62I17000160001,91351357E0,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=91351357E0
C62I17000160001,8609228FAE,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8609228FAE
C62I17000160001,Z8530206BC,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z8530206BC
C62I17000160001,84925512CA,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=84925512CA
C62I17000160001,Z663B034F6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z663B034F6
C62I17000160001,Z14357D809,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z14357D809
C62I17000160001,B74C4301E7,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B74C4301E7
C62I17000160001,93220352A4,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=93220352A4
C62I17000160001,848896645A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=848896645A
C62I17000160001,Z8E3BB572E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z8E3BB572E
C63B20000020002,Z1D2BA976F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z1D2BA976F
C63B20000020002,Z6F34E6F0A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z6F34E6F0A
C63B20000170001,Z043CF71B9,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z043CF71B9
C63B20000170001,ZA02DDA1C1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZA02DDA1C1
C63B20000170001,Z502D52315,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z502D52315
C63B20000170001,903416197E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=903416197E
C63B20000170001,Z8034E4685,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z8034E4685
C63D23000030001,A001C692B1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A001C692B1
C63D23000030001,B1F1502645,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1F1502645
C63D23000040001,B1F15A7E6C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1F15A7E6C
C63D23000040001,A001B5A30E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A001B5A30E
C63D23000050001,B21E819CB1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B21E819CB1
C63D23000050001,A001C29DDD,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A001C29DDD
C63D23000060001,B1F168BA94,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1F168BA94
C63D23000060001,A001BA836C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A001BA836C
C63D23000070001,B21E7625AF,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B21E7625AF
C63D23000070001,A001C29DDD,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A001C29DDD
C63G18000170001,850426664F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=850426664F
C63G18000170001,848724367C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=848724367C
C63G18000170001,Z67330F332,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z67330F332
C63G18000170001,9469498CF2,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9469498CF2
C63G18000170001,B0A46900B7,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B0A46900B7
C63G18000170001,ZA52F6D0B4,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZA52F6D0B4
C63G18000180001,9711093774,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9711093774
C63G18000180001,Z053426740,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z053426740
C63G18000180001,860879498A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=860879498A
C63G18000180001,8600533859,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8600533859
C63G18000190001,900049429D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=900049429D
C63G18000190001,86574967B4,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=86574967B4
C63G18000190001,85578809FA,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=85578809FA
C63G18000190001,B86261C2FA,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B86261C2FA
C63H18000060001,790628264D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=790628264D
C63H18000060001,ZC33D29B1B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZC33D29B1B
C63H18000060001,Z2639960C9,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z2639960C9
C63H18000060001,B0A7BB5BE7,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B0A7BB5BE7
C63H18000060001,8617197FE8,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8617197FE8
C63H18000060001,8546001F1C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8546001F1C
C63H18000060001,Z013745295,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z013745295
C63H18000060001,9269544DAF,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9269544DAF
C63H18000070001,Z873886414,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z873886414
C63H18000070001,ZD336B1377,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZD336B1377
C63H18000070001,826848165F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=826848165F
C63H19000010003,Z0A3492F0C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z0A3492F0C
C63H19000010003,ZEA30BC3D6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZEA30BC3D6
C63H19000010003,8749618D2D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8749618D2D
C63H19000010003,9236347AA8,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236347AA8
C63H19000010003,Z473569B5D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z473569B5D
C63H19000010003,9236292D44,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236292D44
C63H19000010003,Z6E357CCFF,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z6E357CCFF
C63H19000010003,Z0E324A965,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z0E324A965
C63H19000010003,Z6832F7224,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z6832F7224
C63H19000010003,9236356218,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236356218
C63H19000010003,9236327A27,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236327A27
C63H19000140003,ZAA3AC8769,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZAA3AC8769
C63H19000140003,ZC7321B93C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZC7321B93C
C63H19000140003,Z8732F72A7,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z8732F72A7
C63H19000140003,88202436C7,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=88202436C7
C63H19000140003,Z1D32FB049,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z1D32FB049
C63H19000140003,Z4532F7188,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z4532F7188
C63H21000010005,9522303505,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9522303505
C63H21000010005,A02633317A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A02633317A
C64D18000080001,80251936C3,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=80251936C3
C64D18000080001,Z872F9C65D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z872F9C65D
C64D18000080001,8026597D5F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8026597D5F
C64H21000040001,Z873BB4F69,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z873BB4F69
C64H21000040001,B655303E57,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B655303E57
C64H21000040001,9679789E91,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9679789E91
C64H21000040001,B84D860AF3,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B84D860AF3
C64H21000040001,B41AA500AF,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B41AA500AF
C64H21000040001,B40806AB47,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B40806AB47
C64H21000050001,B68920969A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B68920969A
C64H21000050001,Z8D3A1E899,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z8D3A1E899
C64H21000050001,Z363BB4F26,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z363BB4F26
C64H21000060001,ZC93A1E81A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZC93A1E81A
C64H21000060001,Z2B3BB501B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z2B3BB501B
C64H21000060001,B9706C045E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B9706C045E
C64H21000060001,B874804FF1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B874804FF1
C64H21000060001,B407DCF4DC,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B407DCF4DC
C64H21000070001,Z583BBFEFE,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z583BBFEFE
C64H21000070001,B5298146D4,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B5298146D4
C64H21000070001,ZD83A1E839,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZD83A1E839
C64H21000090001,Z023BB4EDC,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z023BB4EDC
C64H21000090001,B1FC5DC78E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1FC5DC78E
C64H21000090001,9679765AC4,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9679765AC4
C64H21000090001,B8542361A3,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B8542361A3
C64H21000100001,ZEF3A1E88A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZEF3A1E88A
C64H21000100001,Z813BBFD4C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z813BBFD4C
C64J18000280001,Z973280FB8,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z973280FB8
C64J18000280001,8095940509,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8095940509
C64J18000280001,8873839B97,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8873839B97
C64J18000280001,9255676974,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9255676974
C64J18000280001,7743620D5D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=7743620D5D
C64J18000290001,Z193316675,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z193316675
C64J18000290001,7799585527,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=7799585527
C64J18000290001,Z072EE16C5,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z072EE16C5
C64J18000290001,Z8939129E4,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z8939129E4
C64J18000290001,Z6231A98D0,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z6231A98D0
C64J18000290001,8046432DBB,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8046432DBB
C64J18000300001,8531059498,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8531059498
C64J18000300001,Z2A307DEEA,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z2A307DEEA
C64J18000300001,7779624CCE,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=7779624CCE
C64J18000300001,ZAA2CED3FF,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZAA2CED3FF
C64J18000300001,8041934DDD,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8041934DDD
C64J18000310001,9019778C43,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9019778C43
C64J18000310001,88474212C7,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=88474212C7
C64J18000310001,8266279D37,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8266279D37
C64J18000310001,780563234C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=780563234C
C64J18000320001,7842033A58,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=7842033A58
C64J18000320001,ZB22D0B790,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZB22D0B790
C64J18000320001,Z432DA9D92,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z432DA9D92
C64J18000320001,819811200B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=819811200B
C64J18000320001,869240605B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=869240605B
C64J18000320001,ZCD31F7A56,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZCD31F7A56
C65C17000340001,9102014391,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9102014391
C65C17000340001,Z943021B72,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z943021B72
C65C17000340001,Z653284CC2,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z653284CC2
C65C17000340001,Z613676BC4,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z613676BC4
C65C17000340001,89974556BF,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=89974556BF
C65C17000340001,84031968B4,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=84031968B4
C65C17000340001,B5F927800C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B5F927800C
C65C17000340001,B7E8883719,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B7E8883719
C65C17000340001,Z362BF4C4E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z362BF4C4E
C65C17000340001,8868042BC1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8868042BC1
C65C17000340001,9862832A6F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9862832A6F
C65C17000340001,8172127C87,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8172127C87
C65C17000340001,8372196AB1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8372196AB1
C65C17000340001,ZEB304A083,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZEB304A083
C65C17000350001,Z6B350E65D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z6B350E65D
C65C17000350001,9762119372,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9762119372
C65C17000350001,8193919BDB,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8193919BDB
C65C17000350001,ZFA30FB812,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZFA30FB812
C65C17000350001,Z062F3A42E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z062F3A42E
C65C17000350001,83815512B1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=83815512B1
C65C17000350001,894452250E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=894452250E
C65F21000480005,Z9037B1956,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z9037B1956
C65F21000480005,8829051B5D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8829051B5D
C65G17000020001,ZF0359FB9B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZF0359FB9B
C65G17000020001,Z682AEBB87,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z682AEBB87
C65G17000020001,ZA63B6A7AC,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZA63B6A7AC
C65G17000020001,Z873BFA452,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z873BFA452
C65G17000020001,9423019944,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9423019944
C65G17000020001,9456214AA5,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9456214AA5
C65G17000020001,Z0F368343B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z0F368343B
